verificationKey,scientificName,nameKey,taxonID,kingdom,phylum,class,order,family,genus,species,datasetKey,parentKey,parent,canonicalName,authorship,nameType,rank,taxonomicStatus,acceptedKey,acceptedName,datasetKeys,taxonKeys
2926066,Symphytum asperum Lepech.,10913661,gbif:2926066,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Symphytum,Symphytum asperum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926061,Symphytum,Symphytum asperum,Lepech.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266349|206099623
2926108,Cerinthe major L.,2238337,gbif:2926108,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cerinthe,Cerinthe major,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926107,Cerinthe,Cerinthe major,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266357|206104756
2926110,Borago officinalis L.,1552016,gbif:2926110,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,Borago officinalis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926109,Borago,Borago officinalis,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266333|206097968
2926130,Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey,8382661,gbif:2926130,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926129,Pentaglottis,Pentaglottis sempervirens,(L.) Tausch ex L.H.Bailey,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266347|206098289
2926572,Physostegia virginiana (L.) Benth.,8708574,gbif:2926572,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Physostegia,Physostegia virginiana,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926571,Physostegia,Physostegia virginiana,(L.) Benth.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266218|206102685
2926613,Origanum onites L.,7894924,gbif:2926613,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum onites,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926611,Origanum,Origanum onites,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,168400517|206105993
2926681,Lamium confertum Fr.,5982141,gbif:2926681,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,Lamium confertum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926678,Lamium,Lamium confertum,Fr.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,168400516
2926686,Sideritis lanata L.,10370414,gbif:2926686,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis lanata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926685,Sideritis,Sideritis lanata,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266215
2926688,Sideritis montana L.,10370996,gbif:2926688,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis montana,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926685,Sideritis,Sideritis montana,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266211|206105978
2926884,Satureja montana L.,10080014,gbif:2926884,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja montana,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926882,Satureja,Satureja montana,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266253|206097625
2926885,Satureja hortensis L.,10079054,gbif:2926885,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja hortensis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926882,Satureja,Satureja hortensis,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266258|206096126
2926992,Salvia hispanica L.,10031723,gbif:2926992,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia hispanica,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926981,Salvia,Salvia hispanica,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266237|206097355
2926995,Salvia verticillata L.,10033260,gbif:2926995,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia verticillata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926981,Salvia,Salvia verticillata,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266238|206095545
2927000,Salvia sclarea L.,10033163,gbif:2927000,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia sclarea,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926981,Salvia,Salvia sclarea,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266273|206098936
2927001,Salvia reflexa Hornem.,10032653,gbif:2927001,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia reflexa,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926981,Salvia,Salvia reflexa,Hornem.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266226|206106155
2927004,Salvia officinalis L.,10032819,gbif:2927004,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia officinalis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926981,Salvia,Salvia officinalis,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266219|206096076
2927026,Salvia glutinosa L.,10031031,gbif:2927026,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia glutinosa,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926981,Salvia,Salvia glutinosa,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266221
2927028,Salvia nemorosa L.,10032406,gbif:2927028,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia nemorosa,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926981,Salvia,Salvia nemorosa,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266272|206096886
2927029,Salvia splendens Sellow ex Schult.,10033975,gbif:2927029,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia splendens,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926981,Salvia,Salvia splendens,Sellow ex Schult.,SCIENTIFIC,SPECIES,DOUBTFUL,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206105057
2927030,Salvia aethiopis L.,10028251,gbif:2927030,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia aethiopis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2926981,Salvia,Salvia aethiopis,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266250
2927075,Elsholtzia ciliata (Thunb.) Hyl.,3899301,gbif:2927075,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Elsholtzia,Elsholtzia ciliata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927074,Elsholtzia,Elsholtzia ciliata,(Thunb.) Hyl.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266236
2927096,Ocimum basilicum L.,7680163,gbif:2927096,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2874693,Ocimum,Ocimum basilicum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266239|206094902
2927174,Mentha requienii Benth.,6873165,gbif:2927174,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha requienii,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927173,Mentha,Mentha requienii,Benth.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266228|206097414
2927220,Dracocephalum parviflorum Nutt.,3707321,gbif:2927220,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,Dracocephalum parviflorum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927219,Dracocephalum,Dracocephalum parviflorum,Nutt.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266260|206100558
2927222,Dracocephalum moldavica L.,3707087,gbif:2927222,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,Dracocephalum moldavica,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927219,Dracocephalum,Dracocephalum moldavica,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266271|206105000
2927224,Dracocephalum thymiflorum L.,3707913,gbif:2927224,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,Dracocephalum thymiflorum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927219,Dracocephalum,Dracocephalum thymiflorum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266223|206101063
2927230,Stachys byzantina K.Koch,10638319,gbif:2927230,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys byzantina,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927228,Stachys,Stachys byzantina,K.Koch,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266210|206100162
2927296,Stachys cretica L.,10638628,gbif:2927296,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys cretica,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927228,Stachys,Stachys cretica,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266251
2927303,Lavandula stoechas L.,6047822,gbif:2927303,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lavandula,Lavandula stoechas,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927302,Lavandula,Lavandula stoechas,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266266|206104095
2927305,Lavandula angustifolia Mill.,6046569,gbif:2927305,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lavandula,Lavandula angustifolia,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927302,Lavandula,Lavandula angustifolia,Mill.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266276|206105871
2927363,Pycnanthemum verticillatum (Michx.) Pers.,9552967,gbif:2927363,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Pycnanthemum,Pycnanthemum verticillatum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927338,Pycnanthemum,Pycnanthemum verticillatum,(Michx.) Pers.,SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206095042
2927484,Cuscuta suaveolens Ser.,3123306,gbif:2927484,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta suaveolens,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927479,Cuscuta,Cuscuta suaveolens,Ser.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264946
2927492,Cuscuta gronovii Willd. ex Schult.,3121512,gbif:2927492,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta gronovii,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927479,Cuscuta,Cuscuta gronovii,Willd. ex Schult.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264944
2927522,Cuscuta planiflora Ten.,3122842,gbif:2927522,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta planiflora,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927479,Cuscuta,Cuscuta planiflora,Ten.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264964
2927530,Cuscuta epilinum Weihe,3122499,gbif:2927530,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta epilinum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927479,Cuscuta,Cuscuta epilinum,Weihe,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264947
2927684,Navarretia squarrosa (Eschsch.) Hook. & Arn.,7367544,gbif:2927684,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Navarretia,Navarretia squarrosa,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927663,Navarretia,Navarretia squarrosa,(Eschsch.) Hook. & Arn.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264790|206104792
2927727,Phlox subulata L.,8590679,gbif:2927727,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Phlox subulata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927698,Phlox,Phlox subulata,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264793|206106043
2927744,Phlox paniculata L.,8591608,gbif:2927744,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Phlox paniculata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927698,Phlox,Phlox paniculata,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264786|206100288
2927783,Phlox maculata L.,8591030,gbif:2927783,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Phlox maculata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927698,Phlox,Phlox maculata,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264794
2927850,Polemonium caeruleum L.,8992930,gbif:2927850,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,Polemonium caeruleum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2927831,Polemonium,Polemonium caeruleum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264788|206097909
2928026,Nemophila menziesii Hook. & Arn.,7414083,gbif:2928026,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Nemophila,Nemophila menziesii,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7398303,Nemophila,Nemophila menziesii,Hook. & Arn.,SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206106009
2928034,Nemophila maculata Benth. ex Lindl.,7414001,gbif:2928034,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Nemophila,Nemophila maculata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7398303,Nemophila,Nemophila maculata,Benth. ex Lindl.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266338|206104119
2928153,Phacelia purshii Buckley,8488367,gbif:2928153,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia purshii,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8988077,Phacelia,Phacelia purshii,Buckley,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266336
2928226,Phacelia tanacetifolia Benth.,8488804,gbif:2928226,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8988077,Phacelia,Phacelia tanacetifolia,Benth.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266360|206097713
2928238,Phacelia campanularia A.Gray,8487795,gbif:2928238,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia campanularia,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8988077,Phacelia,Phacelia campanularia,A.Gray,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266358|206098785
2928534,Ipomoea nil (L.) Roth,5722695,gbif:2928534,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea nil,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928509,Ipomoea,Ipomoea nil,(L.) Roth,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264961
2928538,Ipomoea hederacea Jacq.,5722270,gbif:2928538,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea hederacea,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928509,Ipomoea,Ipomoea hederacea,Jacq.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264955|206100753
2928560,Ipomoea coccinea L.,5720189,gbif:2928560,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea coccinea,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928509,Ipomoea,Ipomoea coccinea,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264963|206101118
2928576,Ipomoea purpurea (L.) Roth,5724618,gbif:2928576,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea purpurea,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928509,Ipomoea,Ipomoea purpurea,(L.) Roth,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264949|206100260
2928583,Ipomoea ×leucantha Jacq.,5725016,gbif:2928583,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea leucantha,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928509,Ipomoea,Ipomoea leucantha,Jacq.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264954
2928584,Ipomoea lacunosa L.,5723492,gbif:2928584,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea lacunosa,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928509,Ipomoea,Ipomoea lacunosa,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206102603
2928589,Ipomoea tricolor Cav.,5724333,gbif:2928589,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea tricolor,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928509,Ipomoea,Ipomoea tricolor,Cav.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264960
2928624,Ipomoea hederifolia L.,5722302,gbif:2928624,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea hederifolia,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928509,Ipomoea,Ipomoea hederifolia,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264956
2928666,Dichondra micrantha Urb.,3482270,gbif:2928666,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Dichondra,Dichondra micrantha,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928658,Dichondra,Dichondra micrantha,Urb.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264959|206102939
2928668,Dichondra argentea Humb. & Bonpl. ex Willd.,3482130,gbif:2928668,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Dichondra,Dichondra argentea,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928658,Dichondra,Dichondra argentea,Humb. & Bonpl. ex Willd.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141264952|206100076
2928751,Datura stramonium L.,3324779,gbif:2928751,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura stramonium,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928734,Datura,Datura stramonium,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266975|206094976|206095220
2928755,Datura innoxia Mill.,3324233,gbif:2928755,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura innoxia,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928734,Datura,Datura innoxia,Mill.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266932|206105217
2928759,Nicotiana langsdorffii Weinm.,7530190,gbif:2928759,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana langsdorffii,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928756,Nicotiana,Nicotiana langsdorffii,Weinm.,SCIENTIFIC,SPECIES,DOUBTFUL,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266956|206099320
2928761,Nicotiana alata Link & Otto,7529271,gbif:2928761,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana alata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928756,Nicotiana,Nicotiana alata,Link & Otto,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266959|206096345
2928766,Nicotiana longiflora Cav.,7530272,gbif:2928766,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana longiflora,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928756,Nicotiana,Nicotiana longiflora,Cav.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266954
2928767,Nicotiana sylvestris Speg.,7530399,gbif:2928767,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana sylvestris,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928756,Nicotiana,Nicotiana sylvestris,Speg.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266976|206100595
2928774,Nicotiana tabacum L.,7530426,gbif:2928774,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana tabacum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928756,Nicotiana,Nicotiana tabacum,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266968|206095786
2928775,Nicotiana rustica L.,7530152,gbif:2928775,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana rustica,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2928756,Nicotiana,Nicotiana rustica,L.,SCIENTIFIC,SPECIES,ACCEPTED,,,9ff7d317-609b-4c08-bd86-3bc404b77c42|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,141266978|206097023
