verificationKey,scientificName,nameKey,taxonID,kingdom,phylum,class,order,family,genus,species,datasetKey,parentKey,parent,canonicalName,authorship,nameType,rank,taxonomicStatus,acceptedKey,acceptedName,datasetKeys,taxonKeys
5179027,"Scutigera coleoptrata Linnaeus, 1758",15411920,gbif:5179027,Animalia,Arthropoda,Chilopoda,Scutigeromorpha,Scutigeridae,Scutigera,Scutigera coleoptrata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2231103,Scutigera,Scutigera coleoptrata,"Linnaeus, 1758",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,206107691|164300956
5185859,"Lovenella assimilis (Browne, 1905)",6481328,gbif:5185859,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lovenellidae,Lovenella,Lovenella assimilis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2267147,Lovenella,Lovenella assimilis,"(Browne, 1905) ",SCIENTIFIC,SPECIES,ACCEPTED,,,0a2eaf0c-5504-4f48-a47f-c94229029dc8,168752815
5188774,"Barentsia ramosa (Robertson, 1900)",1349759,gbif:5188774,Animalia,Entoprocta,,Solitaria,Barentsiidae,Barentsia,Barentsia ramosa,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2284690,Barentsia,Barentsia ramosa,"(Robertson, 1900) ",SCIENTIFIC,SPECIES,ACCEPTED,,,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157131091
5188971,"Rangia cuneata (G.B.Sowerby I, 1832)",17056581,gbif:5188971,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Rangia,Rangia cuneata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2286390,Rangia,Rangia cuneata,"(G.B.Sowerby I, 1832) ",SCIENTIFIC,SPECIES,ACCEPTED,,,289244ee-e1c1-49aa-b2d7-d379391ce265|22211949-9a6e-445f-86c0-6a0e019bc055|0a2eaf0c-5504-4f48-a47f-c94229029dc8|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2|1738f272-6b5d-4f43-9a92-453a8c5ea50a,140562951|181971894|157128772|206107202|164300929|146042415
5189032,"Corbicula fluminalis (O.F.Müller, 1774)",17055158,gbif:5189032,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,Corbicula fluminalis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2286732,Corbicula,Corbicula fluminalis,"(O.F.Müller, 1774) ",SCIENTIFIC,SPECIES,ACCEPTED,,,289244ee-e1c1-49aa-b2d7-d379391ce265|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2|1738f272-6b5d-4f43-9a92-453a8c5ea50a,140562942|206112077|164300942|146042396
5189713,"Menetus dilatatus (A.Gould, 1841)",59646923,gbif:5189713,Animalia,Mollusca,Gastropoda,,Planorbidae,Menetus,Menetus dilatatus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2290966,Menetus,Menetus dilatatus,"(A.Gould, 1841) ",SCIENTIFIC,SPECIES,ACCEPTED,,,289244ee-e1c1-49aa-b2d7-d379391ce265|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,140562957|206100783|164300935
5189806,"Physella acuta (Draparnaud, 1805)",8703138,gbif:5189806,Animalia,Mollusca,Gastropoda,,Physidae,Physella,Physella acuta,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9619305,Physella,Physella acuta,"(Draparnaud, 1805) ",SCIENTIFIC,SPECIES,ACCEPTED,,,289244ee-e1c1-49aa-b2d7-d379391ce265|22211949-9a6e-445f-86c0-6a0e019bc055|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,140562954|181971925|206109642|164300916
5190777,"Deroceras panormitanum (Lessona & Pollonera, 1882)",3405496,gbif:5190777,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,Deroceras panormitanum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5190776,Deroceras,Deroceras panormitanum,"(Lessona & Pollonera, 1882) ",SCIENTIFIC,SPECIES,ACCEPTED,,,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164300918
5190912,"Testacella haliotidea Draparnaud, 1801",11101668,gbif:5190912,Animalia,Mollusca,Gastropoda,Stylommatophora,Testacellidae,Testacella,Testacella haliotidea,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7506230,Testacella,Testacella haliotidea,"Draparnaud, 1801",SCIENTIFIC,SPECIES,ACCEPTED,,,e082b10e-476f-43c1-aa61-f8d92f33029a|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,157062974|164300941
5192470,"Potamopyrgus antipodarum (J.E.Gray, 1843)",18514538,gbif:5192470,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Potamopyrgus antipodarum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5192469,Potamopyrgus,Potamopyrgus antipodarum,"(J.E.Gray, 1843) ",SCIENTIFIC,SPECIES,ACCEPTED,,,289244ee-e1c1-49aa-b2d7-d379391ce265|22211949-9a6e-445f-86c0-6a0e019bc055|0a2eaf0c-5504-4f48-a47f-c94229029dc8|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2|1738f272-6b5d-4f43-9a92-453a8c5ea50a,140562926|181971921|157129069|206108227|164300913|146042422
5192789,"Crepidula fornicata (Linnaeus, 1758)",2987650,gbif:5192789,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2301670,Crepidula,Crepidula fornicata,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,289244ee-e1c1-49aa-b2d7-d379391ce265|0a2eaf0c-5504-4f48-a47f-c94229029dc8|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1738f272-6b5d-4f43-9a92-453a8c5ea50a,140562929|157129108|206112542|146042409
5199161,"Hypania invalida (Grube, 1860)",5451296,gbif:5199161,Animalia,Annelida,Polychaeta,,Ampharetidae,Hypania,Hypania invalida,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2325800,Hypania,Hypania invalida,"(Grube, 1860) ",SCIENTIFIC,SPECIES,ACCEPTED,,,289244ee-e1c1-49aa-b2d7-d379391ce265,140562891
5200414,"Diplosoma listerianum (Milne Edwards, 1841)",3593089,gbif:5200414,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,Diplosoma listerianum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2269386,Diplosoma,Diplosoma listerianum,"(Milne Edwards, 1841) ",SCIENTIFIC,SPECIES,ACCEPTED,,,0a2eaf0c-5504-4f48-a47f-c94229029dc8,157129932
5202520,"Ictalurus punctatus (Rafinesque, 1818)",5536452,gbif:5202520,Animalia,Chordata,,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2341047,Ictalurus,Ictalurus punctatus,"(Rafinesque, 1818) ",SCIENTIFIC,SPECIES,ACCEPTED,,,98940a79-2bf1-46e6-afd6-ba2e85a26f9f|1738f272-6b5d-4f43-9a92-453a8c5ea50a,141117248|146042375
5202793,"Clarias gariepinus (Burchell, 1822)",2560428,gbif:5202793,Animalia,Chordata,,Siluriformes,Clariidae,Clarias,Clarias gariepinus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5202658,Clarias,Clarias gariepinus,"(Burchell, 1822) ",SCIENTIFIC,SPECIES,ACCEPTED,,,98940a79-2bf1-46e6-afd6-ba2e85a26f9f|1738f272-6b5d-4f43-9a92-453a8c5ea50a,141117231|146042315
5203111,"Umbra pygmaea (DeKay, 1842)",11613950,gbif:5203111,Animalia,Chordata,,Esociformes,Umbridae,Umbra,Umbra pygmaea,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5203109,Umbra,Umbra pygmaea,"(DeKay, 1842) ",SCIENTIFIC,SPECIES,ACCEPTED,,,98940a79-2bf1-46e6-afd6-ba2e85a26f9f|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1738f272-6b5d-4f43-9a92-453a8c5ea50a,141117253|206108609|146042380
5204019,"Oncorhynchus mykiss (Walbaum, 1792)",7788636,gbif:5204019,Animalia,Chordata,,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2351426,Oncorhynchus,Oncorhynchus mykiss,"(Walbaum, 1792) ",SCIENTIFIC,SPECIES,ACCEPTED,,,98940a79-2bf1-46e6-afd6-ba2e85a26f9f|0a2eaf0c-5504-4f48-a47f-c94229029dc8|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1738f272-6b5d-4f43-9a92-453a8c5ea50a,141117245|157130623|206110511|146042371
5204034,"Oncorhynchus kisutch (Walbaum, 1792)",7788441,gbif:5204034,Animalia,Chordata,,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2351426,Oncorhynchus,Oncorhynchus kisutch,"(Walbaum, 1792) ",SCIENTIFIC,SPECIES,ACCEPTED,,,1738f272-6b5d-4f43-9a92-453a8c5ea50a,146042340
5208832,"Gobiosoma bosc (Lacepède, 1800)",4769885,gbif:5208832,Animalia,Chordata,,Perciformes,Gobiidae,Gobiosoma,Gobiosoma bosc,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,3237964,Gobiosoma,Gobiosoma bosc,"(Lacepède, 1800) ",SCIENTIFIC,SPECIES,ACCEPTED,,,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,164300713
5211250,"Micropterus dolomieu Lacepède, 1802",7035898,gbif:5211250,Animalia,Chordata,,Perciformes,Centrarchidae,Micropterus,Micropterus dolomieu,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2391100,Micropterus,Micropterus dolomieu,"Lacepède, 1802",SCIENTIFIC,SPECIES,ACCEPTED,,,1738f272-6b5d-4f43-9a92-453a8c5ea50a,146042378
5216933,"Rhinella marina (Linnaeus, 1758)",9741302,gbif:5216933,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella marina,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2422625,Rhinella,Rhinella marina,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,180661050|164300736
5217334,"Xenopus laevis (Daudin, 1802)",11892378,gbif:5217334,Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,Xenopus laevis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2423976,Xenopus,Xenopus laevis,"(Daudin, 1802) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,180661053|206109509|164300741
5218786,"Procyon lotor (Linnaeus, 1758)",9212608,gbif:5218786,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2433592,Procyon,Procyon lotor,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2|1738f272-6b5d-4f43-9a92-453a8c5ea50a,206111295|164300844|146042138
5218823,"Mustela vison Schreber, 1777",7227837,gbif:5218823,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela vison,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2433922,Mustela,Mustela vison,"Schreber, 1777",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2|1738f272-6b5d-4f43-9a92-453a8c5ea50a,206110110|164300849|146042142
5218899,"Amblonyx cinereus (Illiger, 1815)",525108,gbif:5218899,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Amblonyx,Amblonyx cinereus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2433885,Amblonyx,Amblonyx cinereus,"(Illiger, 1815) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206107925
5219380,"Mephitis mephitis (Schreber, 1776)",6879107,gbif:5219380,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis mephitis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5219379,Mephitis,Mephitis mephitis,"(Schreber, 1776) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,206106737|164300852
5219681,"Sciurus carolinensis Gmelin, 1788",10190666,gbif:5219681,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2437489,Sciurus,Sciurus carolinensis,"Gmelin, 1788",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,206101825|164300810
5219683,"Sciurus niger Linnaeus, 1758",10191265,gbif:5219683,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus niger,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2437489,Sciurus,Sciurus niger,"Linnaeus, 1758",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,206105336|164300809
5219702,"Cavia porcellus (Linnaeus, 1758)",2116730,gbif:5219702,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2437628,Cavia,Cavia porcellus,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206100758
5219721,"Meriones unguiculatus (Milne-Edwards, 1867)",6884526,gbif:5219721,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,Meriones unguiculatus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2437686,Meriones,Meriones unguiculatus,"(Milne-Edwards, 1867) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,206103921|164300798
5219858,"Ondatra zibethicus (Linnaeus, 1766)",7790096,gbif:5219858,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,Ondatra zibethicus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5219857,Ondatra,Ondatra zibethicus,"(Linnaeus, 1766) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2|1738f272-6b5d-4f43-9a92-453a8c5ea50a,206111268|164300804|146042135
5220136,"Dama dama (Linnaeus, 1758)",3294739,gbif:5220136,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,8397832,Dama,Dama dama,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,206096520|164300829
5220170,"Rupicapra rupicapra (Linnaeus, 1758)",9953104,gbif:5220170,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5220169,Rupicapra,Rupicapra rupicapra,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,206107036|164300826
5220394,"Sternotherus carinatus (Gray, 1856)",10745429,gbif:5220394,Animalia,Chordata,Testudines,,Kinosternidae,Sternotherus,Sternotherus carinatus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2442302,Sternotherus,Sternotherus carinatus,"(Gray, 1856) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,180661194
5220435,"Pelodiscus sinensis Wiegmann, 1835",8353256,gbif:5220435,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7236986,Pelodiscus,Pelodiscus sinensis,"Wiegmann, 1835",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206112184
5221283,"Eublepharis macularius (Blyth, 1854)",4183716,gbif:5221283,Animalia,Chordata,Squamata,,Eublepharidae,Eublepharis,Eublepharis macularius,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2445923,Eublepharis,Eublepharis macularius,"(Blyth, 1854) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,180661083|206107084|168131257
5221394,"Hemidactylus Oken, 1817",5109358,gbif:5221394,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5666,Gekkonidae,Hemidactylus,"Oken, 1817",SCIENTIFIC,GENUS,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,180661120
5221528,"Hemidactylus turcicus (Linnaeus, 1758)",5108435,gbif:5221528,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,Hemidactylus turcicus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,5221394,Hemidactylus,Hemidactylus turcicus,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,213159014|206108051
5221810,"Basiliscus plumifrons Cope, 1875",1370468,gbif:5221810,Animalia,Chordata,Squamata,,Corytophanidae,Basiliscus,Basiliscus plumifrons,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2448619,Basiliscus,Basiliscus plumifrons,"Cope, 1875",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,180661077|168131254
5221988,"Furcifer pardalis (Cuvier, 1829)",4539632,gbif:5221988,Animalia,Chordata,Squamata,,Chamaeleonidae,Furcifer,Furcifer pardalis,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2449357,Furcifer,Furcifer pardalis,"(Cuvier, 1829) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,180661160|168131326
5222820,"Lycodon capucinus (Boie, 1827)",6529776,gbif:5222820,Animalia,Chordata,Squamata,,Colubridae,Lycodon,Lycodon capucinus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2449776,Lycodon,Lycodon capucinus,"(Boie, 1827) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,180661165
5223725,"Heterodon nasicus Baird & Girard, 1852",5176971,gbif:5223725,Animalia,Chordata,Squamata,,Colubridae,Heterodon,Heterodon nasicus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2443826,Heterodon,Heterodon nasicus,"Baird & Girard, 1852",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,180661163|168131302
5224480,"Lampropeltis getula (Blainville, 1835)",16738025,gbif:5224480,Animalia,Chordata,Squamata,,Colubridae,Lampropeltis,Lampropeltis getula,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9391215,Lampropeltis,Lampropeltis getula,"(Blainville, 1835) ",SCIENTIFIC,SPECIES,DOUBTFUL,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206113463
5224481,"Lampropeltis getula californiae (Blainville, 1835)",34607984,gbif:5224481,Animalia,Chordata,Squamata,,Colubridae,Lampropeltis,Lampropeltis californiae,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9391215,Lampropeltis,Lampropeltis getula californiae,"(Blainville, 1835) ",SCIENTIFIC,SUBSPECIES,SYNONYM,8170369,"Lampropeltis californiae (Blainville, 1835)",a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,180661186|168131315
5224503,"Lampropeltis triangulum (Lacépède, 1789)",5989129,gbif:5224503,Animalia,Chordata,Squamata,,Colubridae,Lampropeltis,Lampropeltis triangulum,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9391215,Lampropeltis,Lampropeltis triangulum,"(Lacépède, 1789) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,206112826|168131317
5224543,"Lampropeltis triangulum hondurensis Williams, 1978",5989211,gbif:5224543,Animalia,Chordata,Squamata,,Colubridae,Lampropeltis,Lampropeltis abnorma,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9391215,Lampropeltis,Lampropeltis triangulum hondurensis,"Williams, 1978",SCIENTIFIC,SUBSPECIES,SYNONYM,9366139,"Lampropeltis abnorma (Bocourt, 1886)",a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,180661187|168131316
5225137,"Chalcides ocellatus (Forskal, 1775)",2291116,gbif:5225137,Animalia,Chordata,Squamata,,Scincidae,Chalcides,Chalcides ocellatus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9133068,Chalcides,Chalcides ocellatus,"(Forskal, 1775) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,180661088
5225433,"Trachylepis striata (Peters, 1844)",11343288,gbif:5225433,Animalia,Chordata,Squamata,,Scincidae,Trachylepis,Trachylepis striata,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,3240904,Trachylepis,Trachylepis striata,"(Peters, 1844) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,180661086
5225659,"Morelia spilota (Lacépède, 1804)",7176542,gbif:5225659,Animalia,Chordata,Squamata,,Pythonidae,Morelia,Morelia spilota,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2465049,Morelia,Morelia spilota,"(Lacépède, 1804) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63|1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,180661093|168131263
5226308,"Agama agama (Linnaeus, 1758)",299926,gbif:5226308,Animalia,Chordata,Squamata,,Agamidae,Agama,Agama agama,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9196151,Agama,Agama agama,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,180661146
5227747,"Lophophorus impejanus (Latham, 1790)",6464433,gbif:5227747,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophophorus,Lophophorus impejanus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2473469,Lophophorus,Lophophorus impejanus,"(Latham, 1790) ",SCIENTIFIC,SPECIES,ACCEPTED,,,2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,206101282
5227775,"Phasianus versicolor Vieillot, 1825",8533103,gbif:5227775,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus versicolor,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2473738,Phasianus,Phasianus versicolor,"Vieillot, 1825",SCIENTIFIC,SPECIES,ACCEPTED,,,e1c3be64-2799-4342-8312-49d076993132|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,159498404|206110762
5227966,"Lophura nycthemera (Linnaeus, 1758)",6468835,gbif:5227966,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura,Lophura nycthemera,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2473973,Lophura,Lophura nycthemera,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,e1c3be64-2799-4342-8312-49d076993132|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,159498416|206111595
5227993,"Lophura leucomelanos (Latham, 1790)",6468750,gbif:5227993,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura,Lophura leucomelanos,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2473973,Lophura,Lophura leucomelanos,"(Latham, 1790) ",SCIENTIFIC,SPECIES,ACCEPTED,,,e1c3be64-2799-4342-8312-49d076993132|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,159498417|206110798
5228033,"Chrysolophus amherstiae (Leadbeater, 1829)",2465684,gbif:5228033,Animalia,Chordata,Aves,Galliformes,Phasianidae,Chrysolophus,Chrysolophus amherstiae,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,10405331,Chrysolophus,Chrysolophus amherstiae,"(Leadbeater, 1829) ",SCIENTIFIC,SPECIES,ACCEPTED,,,e1c3be64-2799-4342-8312-49d076993132|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,159498408|206110233
5228034,"Chrysolophus pictus (Linnaeus, 1758)",2465699,gbif:5228034,Animalia,Chordata,Aves,Galliformes,Phasianidae,Chrysolophus,Chrysolophus pictus,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,10405331,Chrysolophus,Chrysolophus pictus,"(Linnaeus, 1758) ",SCIENTIFIC,SPECIES,ACCEPTED,,,e1c3be64-2799-4342-8312-49d076993132|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,159498407|206109135
5228080,"Callipepla californica (Shaw, 1798)",1827249,gbif:5228080,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla californica,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,2474205,Callipepla,Callipepla californica,"(Shaw, 1798) ",SCIENTIFIC,SPECIES,ACCEPTED,,,e1c3be64-2799-4342-8312-49d076993132|2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed,159498399|206112170
