taxonKey,marine,freshwater,terrestrial
148438240,FALSE,FALSE,TRUE
148438241,FALSE,FALSE,TRUE
148438242,FALSE,FALSE,TRUE
148438243,FALSE,FALSE,TRUE
148438244,FALSE,FALSE,TRUE
148438245,FALSE,FALSE,TRUE
148438246,FALSE,FALSE,TRUE
148438247,FALSE,FALSE,TRUE
148438248,FALSE,FALSE,TRUE
148438249,FALSE,FALSE,TRUE
