taxonKey	scientificName	datasetKey	bb_key	bb_scientificName	bb_kingdom	bb_rank	bb_taxonomicStatus	bb_acceptedKey	bb_acceptedName	bb_acceptedKingdom	bb_acceptedRank	bb_acceptedTaxonomicStatus	verificationKey	remarks	verifiedBy	dateAdded	outdated
145955090	Sagina subulata	3f5e930b-52a5-461d-87ec-26ecd66f14a3	3085400	Sagina subulata (Sw.) C.Presl	Plantae	SPECIES	SYNONYM	9440906	Sagina alexandrae Iamonico	Plantae	SPECIES	ACCEPTED				2018-12-20	FALSE
141267198	Sagina subulata (Swartz) C. Presl	9ff7d317-609b-4c08-bd86-3bc404b77c42	3085400	Sagina subulata (Sw.) C.Presl	Plantae	SPECIES	SYNONYM	9440906	Sagina alexandrae Iamonico	Plantae	SPECIES	ACCEPTED				2018-12-20	FALSE
141266620	Salix babylonica L. var. pekinensis A. Henry	9ff7d317-609b-4c08-bd86-3bc404b77c42	9306497	Salix babylonica var. pekinensis Henry	Plantae	VARIETY	SYNONYM	5372639	Salix babylonica L.	Plantae	SPECIES	ACCEPTED				2018-12-20	FALSE
145959749	Salix babylonica pekinensis	3f5e930b-52a5-461d-87ec-26ecd66f14a3	6794697	Salix babylonica f. pekinensis (A.Henry) Geerinck	Plantae	FORM	SYNONYM	5372639	Salix babylonica L.	Plantae	SPECIES	ACCEPTED				2018-12-20	FALSE
141266626	Salix dasyclados Wimm.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5583837	Salix dasyclados Wimmer	Plantae	SPECIES	SYNONYM	7895688	Salix holosericea Willd.	Plantae	SPECIES	ACCEPTED				2018-12-20	FALSE
141266623	Salix elaeagnos Scop. subsp. angustifolia (Cariot) Rech. f.	9ff7d317-609b-4c08-bd86-3bc404b77c42														2018-12-20	FALSE
141266619	Salix purpurea L. var. purpurea	9ff7d317-609b-4c08-bd86-3bc404b77c42														2018-12-20	FALSE
145959796	Salix sachalinensis	3f5e930b-52a5-461d-87ec-26ecd66f14a3	5582602	Salix sachalinensis F.Schmidt	Plantae	SPECIES	SYNONYM	9546572	Salix udensis subsp. sachalinensis (F.Schmidt) Nedol.	Plantae	SUBSPECIES	ACCEPTED				2018-12-20	FALSE
145959769	Salix x dasyclados	3f5e930b-52a5-461d-87ec-26ecd66f14a3	5583837	Salix dasyclados Wimmer	Plantae	SPECIES	SYNONYM	7895688	Salix holosericea Willd.	Plantae	SPECIES	ACCEPTED				2018-12-20	FALSE
141266629	Salix x sepulcralis Simonk. nvar. chrysocoma (Dode) Meikle	9ff7d317-609b-4c08-bd86-3bc404b77c42														2018-12-20	FALSE
145957640	Salvia lavandulifolia gallica	3f5e930b-52a5-461d-87ec-26ecd66f14a3	3898065	Salvia lavandulifolia subsp. gallica W.Lippert	Plantae	SUBSPECIES	SYNONYM	6411218	Salvia officinalis subsp. gallica (W.Lippert) Reales, D.Rivera & Obón	Plantae	SUBSPECIES	ACCEPTED				2018-12-20	FALSE
141266275	Salvia lavandulifolia Vahl subsp. gallica Lippert	9ff7d317-609b-4c08-bd86-3bc404b77c42	3898065	Salvia lavandulifolia subsp. gallica W.Lippert	Plantae	SUBSPECIES	SYNONYM	6411218	Salvia officinalis subsp. gallica (W.Lippert) Reales, D.Rivera & Obón	Plantae	SUBSPECIES	ACCEPTED				2018-12-20	FALSE
145957637	Salvia nemorosa chrysocoma	3f5e930b-52a5-461d-87ec-26ecd66f14a3														2018-12-20	FALSE
145959892	Sanguisorba minor balearica	3f5e930b-52a5-461d-87ec-26ecd66f14a3	3029431	Sanguisorba minor subsp. balearica (Nyman) Muñoz Garm. & C.Navarro	Plantae	SUBSPECIES	HETEROTYPIC_SYNONYM	7925720	Poterium sanguisorba subsp. polygamum (Waldst. & Kit.) Asch. & Graebn.	Plantae	SUBSPECIES	ACCEPTED				2018-12-20	FALSE
145959890	Sanguisorba minor muricata	3f5e930b-52a5-461d-87ec-26ecd66f14a3	7750982	Sanguisorba minor subsp. muricata (Spach) Briq.	Plantae	SUBSPECIES	SYNONYM	7925720	Poterium sanguisorba subsp. polygamum (Waldst. & Kit.) Asch. & Graebn.	Plantae	SUBSPECIES	ACCEPTED				2018-12-20	FALSE
141265487	Sanguisorba minor Scop. subsp. balearica (Bourgeau ex Nyman) Muñoz Garmendia & C. Navarro	9ff7d317-609b-4c08-bd86-3bc404b77c42	3029431	Sanguisorba minor subsp. balearica (Nyman) Muñoz Garm. & C.Navarro	Plantae	SUBSPECIES	HETEROTYPIC_SYNONYM	7925720	Poterium sanguisorba subsp. polygamum (Waldst. & Kit.) Asch. & Graebn.	Plantae	SUBSPECIES	ACCEPTED				2018-12-20	FALSE
