key,scientificName,datasetKey,taxonID,nameType,issues,valid_distribution,bb_key,bb_scientificName,bb_species,bb_genus,bb_family,bb_order,bb_class,bb_phylum,bb_kingdom,bb_rank,bb_speciesKey,bb_taxonomicStatus,bb_acceptedKey,bb_acceptedName
141265991,Lepidium graminifolium L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:670d3a9012e2ef881871e743431d6849,SCIENTIFIC,,TRUE,5376994,Lepidium graminifolium L.,Lepidium graminifolium,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5376994,ACCEPTED,,
141265992,Hornungia alpina (L.) O. Appel,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:665fd050da51ef53bdaae668d980de51,SCIENTIFIC,,TRUE,5376139,Hornungia alpina (L.) O.Appel,Hornungia alpina,Hornungia,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5376139,ACCEPTED,,
141265993,Erysimum x marshallii (Henfr.) Bois,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:6d7e1608953de25cd3982c3d2fbef2d1,SCIENTIFIC,RANK_INVALID,TRUE,3048532,Erysimum marshallii Bois,Erysimum marshallii,Erysimum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3048532,ACCEPTED,,
141265994,Brassica barrelieri (L.) Janka,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:6c85281f6bd280ca4789090d024181c2,SCIENTIFIC,,TRUE,3042799,Brassica barrelieri (L.) Janka,Brassica barrelieri,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3042799,ACCEPTED,,
141265995,Erysimum cheiri (L.) Crantz,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:5d4c3c583addab7cd89ae2dec867ef23,SCIENTIFIC,,TRUE,3048203,Erysimum cheiri Crantz,Erysimum cheiri,Erysimum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3048203,ACCEPTED,,
141265996,Sisymbrium irio L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:5dc024caa9532e9c78578d5669179932,SCIENTIFIC,,TRUE,3046851,Sisymbrium irio L.,Sisymbrium irio,Sisymbrium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3046851,ACCEPTED,,
141265997,Euclidium syriacum (L.) R. Brown,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:59a92ccade8e33eaab10b2f473967011,SCIENTIFIC,,TRUE,8191598,Euclidium syriacum (L.) R.Br.,Euclidium syriacum,Euclidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3049314,SYNONYM,3049314,Euclidium syriacum (L.) W.T.Aiton
141265997,Euclidium syriacum (L.) R. Brown,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:59a92ccade8e33eaab10b2f473967011,SCIENTIFIC,,TRUE,8191598,Euclidium syriacum (L.) R.Br.,Euclidium syriacum,Euclidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3049314,SYNONYM,3049314,Euclidium syriacum (L.) W.T.Aiton
141265998,Arabis alpina L. subsp. caucasica (Willd. ex Schlecht.) Briq.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:6272b1e4fd733945806696c72ff0ad2d,SCIENTIFIC,,TRUE,5374930,Arabis alpina subsp. caucasica (Willd. ex Schlecht.) Briq.,Arabis caucasica,Arabis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,5374922,SYNONYM,5374922,Arabis caucasica Willd.
141265999,Lepidium fasciculatum Thell.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:606af1672feb6ca2f4f94ab2695b4a7f,SCIENTIFIC,,TRUE,5376785,Lepidium fasciculatum Thell.,Lepidium fasciculatum,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5376785,ACCEPTED,,
141266000,Arabidopsis arenosa (L.) Lawalrée subsp. arenosa,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:008e914a35deab07270b333c73bfba14,SCIENTIFIC,,TRUE,7068732,Arabidopsis arenosa subsp. arenosa,Arabidopsis arenosa,Arabidopsis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,3052509,ACCEPTED,,
141266001,Crambe abyssinica Hochst. ex R.E. Fries,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:02aa7f04d4f39d4791275bab3862dd3f,SCIENTIFIC,,TRUE,5373484,Crambe abyssinica Hochst. ex R.E.Fr.,Crambe hispanica,Crambe,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5373475,SYNONYM,8510990,Crambe hispanica subsp. abyssinica (Hochst. ex R.E.Fr.) A.Prina
141266002,Barbarea stricta Andrz.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:03e8dade9831072349908351fe44eb91,SCIENTIFIC,,TRUE,7560578,Barbarea stricta Andrz.,Barbarea stricta,Barbarea,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5374614,SYNONYM,5374614,Barbarea stricta Andrz. ex Besser
141266003,Rapistrum rugosum (L.) All. s.l.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:05f13ed499c25f0ed4398039a78d71a7,SCIENTIFIC,,TRUE,5373368,Rapistrum rugosum All.,Rapistrum rugosum,Rapistrum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5373368,ACCEPTED,,
141266004,Sisymbrium runcinatum Lag. ex DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:06ce2ea07bc5d3ba20b47cb9d711e63e,SCIENTIFIC,,TRUE,3046839,Sisymbrium runcinatum DC.,Sisymbrium runcinatum,Sisymbrium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3046839,ACCEPTED,,
141266005,Diplotaxis erucoides (L.) DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:07bd4afcc87b9c4851f545ea5146034d,SCIENTIFIC,,TRUE,5376309,Diplotaxis erucoides DC.,Diplotaxis erucoides,Diplotaxis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5376309,ACCEPTED,,
141266006,Camelina rumelica Velen.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:086730c899b000669f27c8f1450be75e,SCIENTIFIC,,TRUE,3042439,Camelina rumelica Velen.,Camelina rumelica,Camelina,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3042439,ACCEPTED,,
141266007,Sisymbrium erysimoides Desf.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:07f599cee371eb0cd110ad7e4deff501,SCIENTIFIC,,TRUE,3046765,Sisymbrium erysimoides Desf.,Sisymbrium erysimoides,Sisymbrium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3046765,ACCEPTED,,
141266008,Arabis auriculata Lam.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:0bfd86fa6f9a1c9d28740db3bbf22fcd,SCIENTIFIC,,TRUE,5375105,Arabis auriculata Lam.,Arabis auriculata,Arabis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5375105,ACCEPTED,,
141266009,Lepidium didymum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:0c81063e1e8dc2df47b6f70ad289db2c,SCIENTIFIC,,TRUE,5377060,Lepidium didymum L.,Lepidium didymum,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5377060,ACCEPTED,,
141266010,Strigosella africana (L.) Botsch. var. africana,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:15a17aff714963b38892308aa404356d,SCIENTIFIC,BACKBONE_MATCH_NONE,TRUE,,,,,,,,,,,,,,
141266011,Bunias erucago L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1594f0886f93717de9a00eabcafccd14,SCIENTIFIC,,TRUE,3050357,Bunias erucago L.,Bunias erucago,Bunias,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3050357,ACCEPTED,,
141266012,Alyssum murale Waldst. & Kit.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:153d1b69cdd8195075d33a90f53d751e,SCIENTIFIC,,TRUE,3045111,Alyssum murale Waldst. & Kit.,Alyssum murale,Alyssum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3045111,ACCEPTED,,
141266013,Aubrieta columnae Guss.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1bb14755477ae5aa03930cd061199c15,SCIENTIFIC,,TRUE,3054110,Aubrieta columnae Guss.,Aubrieta columnae,Aubrieta,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3054110,ACCEPTED,,
141266014,Conringia orientalis (L.) Dum.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1b59199bb9ec49fe131af444533cef8b,SCIENTIFIC,,TRUE,3040913,Conringia orientalis Dumort.,Conringia orientalis,Conringia,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3040913,ACCEPTED,,
141266015,Alyssum desertorum Stapf,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:1d784eb7879371f76c00399de2bca8ac,SCIENTIFIC,,TRUE,3044743,Alyssum desertorum Stapf,Alyssum desertorum,Alyssum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3044743,ACCEPTED,,
141266016,Cordylocarpus muricatus Desf.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:212753dfd183b3bbf6683ab8fc899f70,SCIENTIFIC,,TRUE,3041109,Cordylocarpus muricatus Desf.,Cordylocarpus muricatus,Cordylocarpus,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3041109,ACCEPTED,,
141266017,Arabis planisiliqua (Pers.) Reichenb.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:242a2bb5166b784a50e71fa4245529a1,SCIENTIFIC,,TRUE,5374933,Arabis planisiliqua Pers. ex Rchb.,Arabis planisiliqua,Arabis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5374933,ACCEPTED,,
141266018,Matthiola incana (L.) R. Brown,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:27fd625e3eb1f2f0affbd73799d663a6,SCIENTIFIC,,TRUE,8207952,Matthiola incana (L.) R.Br.,Matthiola incana,Matthiola,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,8207952,DOUBTFUL,,
141266019,Arabidopsis halleri (L.) O’Kane & Al-Shehbaz,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:259a7c5cbd5256d8c67755b6e2771cf3,DOUBTFUL,,TRUE,3052450,Arabidopsis halleri (L.) O'Kane & Al-Shehbaz,Arabidopsis halleri,Arabidopsis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3052450,ACCEPTED,,
141266020,Rapistrum perenne (L.) All.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:2a3c612bd56e52176c8c25af7160e25b,SCIENTIFIC,,TRUE,5373365,Rapistrum perenne (L.) All.,Rapistrum perenne,Rapistrum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5373365,ACCEPTED,,
141266021,Lepidium neglectum Thell.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:2e44b4d6c5b6fa7cbfbd094f69b1c5a2,SCIENTIFIC,,TRUE,5377072,Lepidium neglectum Thell.,Lepidium densiflorum,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5377064,SYNONYM,5377064,Lepidium densiflorum Schrad.
141266022,Iberis odorata L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:2af0f2868fbd5d72624818dfd7338bf3,SCIENTIFIC,,TRUE,5377196,Iberis odorata L.,Iberis odorata,Iberis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5377196,ACCEPTED,,
141266023,Descurainia pinnata (Walter) Britton,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:2c1bd1a9916931ef64021ec3f329a190,SCIENTIFIC,,TRUE,3044133,Descurainia pinnata (Walter) Britton,Descurainia pinnata,Descurainia,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3044133,ACCEPTED,,
141266024,Strigosella africana (L.) Botsch. var. laxa (Lam.) Botsch,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:32fc9ffc6f532b0a199e3a316d5cf568,SCIENTIFIC,,TRUE,5373456,Strigosella africana var. laxa (Lam.) Botsch.,Strigosella africana,Strigosella,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,VARIETY,5373440,SYNONYM,5373440,Strigosella africana (L.) Botsch.
141266025,Sisymbrium septulatum DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:394f089f7715ae076410dc01dfa24253,SCIENTIFIC,,TRUE,3046778,Sisymbrium septulatum DC.,Sisymbrium septulatum,Sisymbrium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3046778,ACCEPTED,,
141266026,Erysimum diffusum Ehrh.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:36d0b742bd8c6149b9294d0cb552723d,SCIENTIFIC,,TRUE,3048288,Erysimum diffusum Ehrh.,Erysimum diffusum,Erysimum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3048288,ACCEPTED,,
141266027,Brassica napus L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:3749b9092b8d8fa1848babfc89c0ee46,SCIENTIFIC,,TRUE,3042636,Brassica napus L.,Brassica napus,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3042636,ACCEPTED,,
141266028,Neslia paniculata (L.) Desv. subsp. paniculata,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:3868a71c393c24d41787579906fe9aac,SCIENTIFIC,,TRUE,7225621,Neslia paniculata subsp. paniculata,Neslia paniculata,Neslia,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,9040863,ACCEPTED,,
141266029,Berteroa incana (L.) DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4034f83075deae9e4c6652634af7bf4b,SCIENTIFIC,,TRUE,3053522,Berteroa incana DC.,Berteroa incana,Berteroa,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3053522,ACCEPTED,,
141266030,Lepidium heterophyllum Benth.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:3d15f8e2292ff195afba904c10830e02,SCIENTIFIC,,TRUE,5376846,Lepidium heterophyllum Benth.,Lepidium heterophyllum,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5376846,ACCEPTED,,
141266031,Erysimum ruscinonense Jord.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:45feab5c8a708c744d57b75209b2ced8,SCIENTIFIC,,TRUE,3048071,Erysimum ruscinonense Jord.,Erysimum nevadense,Erysimum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3048065,SYNONYM,3048069,Erysimum nevadense subsp. collisparsum (Jordan) P.W.Ball
141266032,Enarthrocarpus lyratus (Forssk.) DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:44cead9f936a8e5a10d0486a77d10519,SCIENTIFIC,,TRUE,3053950,Enarthrocarpus lyratus DC.,Enarthrocarpus lyratus,Enarthrocarpus,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3053950,ACCEPTED,,
141266033,Lepidium draba L. subsp. chalepense (L.) Thell.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:41c15b168b72c6f75dd4f262d184eb61,SCIENTIFIC,,TRUE,5928306,Lepidium draba subsp. chalepense (L.) Thell.,Lepidium chalepense,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,5376514,SYNONYM,5376514,Lepidium chalepense L.
141266033,Lepidium draba L. subsp. chalepense (L.) Thell.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:41c15b168b72c6f75dd4f262d184eb61,SCIENTIFIC,,TRUE,5928306,Lepidium draba subsp. chalepense (L.) Thell.,Lepidium chalepense,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,5376514,SYNONYM,5376514,Lepidium chalepense L.
141266034,Neslia paniculata (L.) Desv. subsp. thracia (Velen.) Bornm.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:41adfd092c7e2e4c5e0067196292a217,SCIENTIFIC,BACKBONE_MATCH_NONE,TRUE,,,,,,,,,,,,,,
141266035,Lepidium densiflorum Schrad.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4bb91fdb6382168a4c0216bbc10af241,SCIENTIFIC,,TRUE,5377064,Lepidium densiflorum Schrad.,Lepidium densiflorum,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5377064,ACCEPTED,,
141266036,Brassica rapa L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4bf62e8faa66c13c3c90d23e79cd60e5,SCIENTIFIC,,TRUE,7903057,Brassica rapa L.,Brassica rapa,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7903057,ACCEPTED,,
141266037,Thlaspi alliaceum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4a66d1a150b7a06729126bad5ce6380e,SCIENTIFIC,,TRUE,3052738,Thlaspi alliaceum L.,Thlaspi alliaceum,Thlaspi,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3052738,ACCEPTED,,
141266038,Moricandia arvensis (L.) DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:48c78e3d32cde9f2d0e1f84d0df3ba0a,SCIENTIFIC,,TRUE,5376035,Moricandia arvensis DC.,Moricandia arvensis,Moricandia,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5376035,ACCEPTED,,
141266039,Erysimum repandum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:528071781b3509e88d8a3213f379a070,SCIENTIFIC,,TRUE,3048166,Erysimum repandum L.,Erysimum repandum,Erysimum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3048166,ACCEPTED,,
141266040,Erucastrum nasturtiifolium (Poiret) O.E. Schulz,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:538a38a01ba65874ed62fe391dd3bcda,SCIENTIFIC,,TRUE,5375555,Erucastrum nasturtiifolium O.E.Schulz,Erucastrum nasturtiifolium,Erucastrum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5375555,ACCEPTED,,
141266041,Arabis procurrens Waldst. & Kit.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:50a4f55cad2dcd8afa4602fa1ddffa08,SCIENTIFIC,,TRUE,5375012,Arabis procurrens Waldst. & Kit.,Arabis procurrens,Arabis,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5375012,ACCEPTED,,
141266042,Aurinia saxatilis (L.) Desv.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:506f3954f4d8fb597b0fbec5f2454144,SCIENTIFIC,,TRUE,5377778,Aurinia saxatilis Desv.,Aurinia saxatilis,Aurinia,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,5377778,ACCEPTED,,
141266043,Sisymbrium loeselii L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:4f60ecdde612839879c7eb45f8eb141f,SCIENTIFIC,,TRUE,3046875,Sisymbrium loeselii L.,Sisymbrium loeselii,Sisymbrium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3046875,ACCEPTED,,
141266044,Boreava orientalis Jaub. & Spach,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:56e567084345bec018f35616658c604f,SCIENTIFIC,,TRUE,3051213,Boreava orientalis Jaub. & Spach,Boreava orientalis,Boreava,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3051213,ACCEPTED,,
141266045,Brassica tournefortii Gouan,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:559e420fa95c4f23a3b9ca3e67be3e48,SCIENTIFIC,,TRUE,3042624,Brassica tournefortii Gouan,Brassica tournefortii,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3042624,ACCEPTED,,
141266046,Brassica oleracea L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:547322ccd8e90c982dce26eb7eddbc1f,SCIENTIFIC,,TRUE,3042845,Brassica oleracea L.,Brassica oleracea,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3042845,ACCEPTED,,
141266047,Brassica elongata Ehrh. subsp. integrifolia (Boiss.) Breistr.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:550bff8777c2ef7f20c4cffdc0c73c96,SCIENTIFIC,,TRUE,3042889,Brassica elongata subsp. integrifolia (Boiss.) Breistr.,Brassica elongata,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,3042888,ACCEPTED,,
141266048,Aubrieta deltoidea (L.) DC.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:61964d02e9f04c26b363ae637f560b40,SCIENTIFIC,,TRUE,3054117,Aubrieta deltoidea (L.) DC.,Aubrieta deltoidea,Aubrieta,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3054117,ACCEPTED,,
141266050,Myrrhis odorata (L.) Scop.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:fbca43d572dfb4bad6e70bb56cf83d70,SCIENTIFIC,,TRUE,3034681,Myrrhis odorata Scop.,Myrrhis odorata,Myrrhis,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3034681,ACCEPTED,,
141266051,Daucus durieua Lange,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:f36a44eefe11a6d0b0ff907ce34bb0ff,SCIENTIFIC,,TRUE,3641853,Daucus durieua Lange,Daucus durieua,Daucus,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3641853,ACCEPTED,,
141266052,Eryngium bourgatii Gouan,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:00ce4f8f7604b251e5ac5d6c20f6e5b2,SCIENTIFIC,,TRUE,7318448,Eryngium bourgatii Gouan,Eryngium bourgatii,Eryngium,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,7318448,ACCEPTED,,
141266053,Bupleurum fruticosum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:021c9fb8e77a6931dee90dba2e496fef,SCIENTIFIC,,TRUE,3638793,Bupleurum fruticosum L.,Bupleurum fruticosum,Bupleurum,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3638793,ACCEPTED,,
141266054,Pastinaca sativa L. subsp. sativa,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:038f1c808c94e09655e4216634858fe7,SCIENTIFIC,,TRUE,7224157,Pastinaca sativa subsp. sativa,Pastinaca sativa,Pastinaca,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SUBSPECIES,8262702,ACCEPTED,,
141266055,Chaerophyllum aureum L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:0566b8613f02170b2b0aaef841b81a3a,SCIENTIFIC,,TRUE,3642531,Chaerophyllum aureum L.,Chaerophyllum aureum,Chaerophyllum,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3642531,ACCEPTED,,
141266057,Bupleurum odontites L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:096c69912fd3d0b7c0d805021998cbb4,SCIENTIFIC,,TRUE,3034552,Bupleurum odontites L.,Bupleurum odontites,Bupleurum,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3034552,ACCEPTED,,
141266058,Trachyspermum ammi (L.) Sprague ex Turrill,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:122d672b7340de960e6b492cfef436eb,SCIENTIFIC,,TRUE,8244019,Trachyspermum ammi (L.) Sprague ex Turrill,Trachyspermum ammi,Trachyspermum,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3034241,HETEROTYPIC_SYNONYM,3034241,Trachyspermum ammi Sprague
141266059,Astrantia major L.,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:162a05006d1379fe7cd962f086b15a7a,SCIENTIFIC,,TRUE,3034915,Astrantia major L.,Astrantia major,Astrantia,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,3034915,ACCEPTED,,
141266060,Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.G. Wilson,9ff7d317-609b-4c08-bd86-3bc404b77c42,alien-plants-belgium:taxon:2832cb180801dadfb83c639a78ca644d,SCIENTIFIC,,TRUE,5371894,Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson,Cyclospermum leptophyllum,Cyclospermum,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SPECIES,8350395,HETEROTYPIC_SYNONYM,8350395,Cyclospermum leptophyllum (Pers.) Sprague
