key,scientificName,canonicalName,authorship,rank,taxonomicStatus,kingdom,phylum,class,order,family,genus,species,parentKey,parent,acceptedKey,accepted,source
9556550,"Medicago hispida subsp. polymorpha (L.) Sudre, 1907",Medicago hispida polymorpha,"(L.) Sudre, 1907",SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
11395268,Medicago hispida var. aculeata (Urb.) Rouy,Medicago hispida aculeata,(Urb.) Rouy,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
3911959,Medicago hispida var. apiculata (Willd.) Burnat,Medicago hispida apiculata,(Willd.) Burnat,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
11407005,Medicago hispida var. brachyantha Lowe,Medicago hispida brachyantha,Lowe,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
3911954,Medicago hispida var. confinis (W.D.J.Koch) Burnat,Medicago hispida confinis,(W.D.J.Koch) Burnat,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
2965546,Medicago hispida var. confinus (W.D.J.Koch) Burnat,Medicago hispida confinus,(W.D.J.Koch) Burnat,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
8240775,Medicago hispida var. denticulata (Willd.) Asch. & Graebn.,Medicago hispida denticulata,(Willd.) Asch. & Graebn.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
7449888,Medicago hispida var. denticulata (Willd.) Burnat,Medicago hispida denticulata,(Willd.) Burnat,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
8115403,Medicago hispida var. denticulata (Willd.) Godr.,Medicago hispida denticulata,(Willd.) Godr.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
6373182,Medicago hispida var. denticulata (Willd.) Urb.,Medicago hispida denticulata,(Willd.) Urb.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
6710116,Medicago hispida var. gracillima (Tineo ex Tod.) Rouy,Medicago hispida gracillima,(Tineo ex Tod.) Rouy,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
11385026,Medicago hispida var. inermis (Urb.) Rouy,Medicago hispida inermis,(Urb.) Rouy,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
7361931,Medicago hispida var. lappacea (Desr.) Urb.,Medicago hispida lappacea,(Desr.) Urb.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
9314132,Medicago hispida var. lappacea Burnat,Medicago hispida lappacea,Burnat,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
11397272,Medicago hispida var. macracantha (Webb & Berthel.) Briq.,Medicago hispida macracantha,(Webb & Berthel.) Briq.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
11954747,Medicago hispida var. macrocarpa Urb.,Medicago hispida macrocarpa,Urb.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
7968504,Medicago hispida var. microcarpa Urb.,Medicago hispida microcarpa,Urb.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
11400803,Medicago hispida var. microdon (Batt.) Nègre,Medicago hispida microdon,(Batt.) Nègre,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
7831633,Medicago hispida var. nigra (L.) Burnat,Medicago hispida nigra,(L.) Burnat,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
11400827,Medicago hispida var. nigra (L.) Menezes,Medicago hispida nigra,(L.) Menezes,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
2965552,Medicago hispida var. nigra L.,Medicago hispida nigra,L.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago polymorpha,2965200,Medicago,2965531,Medicago polymorpha L.,gbif synonym
3907138,Clidanthera psoralioides R.Br.,Clidanthera psoralioides,R.Br.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza acanthocarpa,2965731,Glycyrrhiza,2965747,Glycyrrhiza acanthocarpa (Lindl.) J.M.Black,gbif synonym
2965748,Glycyrrhiza ancanthocarpa (Lindl.) J.M.Black,Glycyrrhiza ancanthocarpa,(Lindl.) J.M.Black,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza acanthocarpa,2965731,Glycyrrhiza,2965747,Glycyrrhiza acanthocarpa (Lindl.) J.M.Black,gbif synonym
3979231,Glycyrrhiza psoraleoides (R.Br.) Benth.,Glycyrrhiza psoraleoides,(R.Br.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza acanthocarpa,2965731,Glycyrrhiza,2965747,Glycyrrhiza acanthocarpa (Lindl.) J.M.Black,gbif synonym
3909827,Glycyrrhiza psoralioides (R.Br.) Benth.,Glycyrrhiza psoralioides,(R.Br.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza acanthocarpa,2965731,Glycyrrhiza,2965747,Glycyrrhiza acanthocarpa (Lindl.) J.M.Black,gbif synonym
3913090,Indigofera acanthocarpa Lindl.,Indigofera acanthocarpa,Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza acanthocarpa,2965731,Glycyrrhiza,2965747,Glycyrrhiza acanthocarpa (Lindl.) J.M.Black,gbif synonym
3969915,Indigofera acanthoscarpa Lindl.,Indigofera acanthoscarpa,Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza acanthocarpa,2965731,Glycyrrhiza,2965747,Glycyrrhiza acanthocarpa (Lindl.) J.M.Black,gbif synonym
3911872,Psoralea acanthocarpa (Lindl.) F.Muell.,Psoralea acanthocarpa,(Lindl.) F.Muell.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza acanthocarpa,2965731,Glycyrrhiza,2965747,Glycyrrhiza acanthocarpa (Lindl.) J.M.Black,gbif synonym
8699631,Aeschynomene cassioides Ruiz & Pav.,Aeschynomene cassioides,Ruiz & Pav.,SPECIES,HOMOTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
7353110,Aeschynomene cassioides Ruiz & Pav. ex G.Don,Aeschynomene cassioides,Ruiz & Pav. ex G.Don,SPECIES,HETEROTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
2970604,Aeschynomene emerus Aubl.,Aeschynomene emerus,Aubl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
5358437,Coronilla occidentalis Willd.,Coronilla occidentalis,Willd.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
5611564,Cytisus tetragonus Sessé & Moc.,Cytisus tetragonus,Sessé & Moc.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
2970587,Darwinia exaltata Raf.,Darwinia exaltata,Raf.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
5358435,Emerus herbaceus Mill.,Emerus herbaceus,Mill.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
5358436,Emerus sesban var. occidentalis (Willd.) Kuntze,Emerus sesban occidentalis,(Willd.) Kuntze,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
2970603,Sesban emerus (Aublet) Britton & P.Wilson,Sesban emerus,(Aublet) Britton & P.Wilson,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
2970588,Sesban exaltatus (Rafinesque) Rydberg,Sesban exaltatus,(Rafinesque) Rydberg,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
2970605,Sesban occidentalis (Willdenow) Poiret,Sesban occidentalis,(Willdenow) Poiret,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
7884220,Sesban picta (Cav.) Poir.,Sesban picta,(Cav.) Poir.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
3907293,Sesban sonorae Rydberg,Sesban sonorae,Rydberg,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
3975715,Sesbania cassioides G.Don,Sesbania cassioides,G.Don,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
8979463,Sesbania cassoides G.Don,Sesbania cassoides,G.Don,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
11331613,Sesbania emerus (Aubl.) Britton & P.Wilson,Sesbania emerus,(Aubl.) Britton & P.Wilson,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
2970599,Sesbania emerus (Aubl.) Urb.,Sesbania emerus,(Aubl.) Urb.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
2970590,Sesbania exaltata (Raf.) Cory,Sesbania exaltata,(Raf.) Cory,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
7456794,Sesbania exaltata (Raf.) Rydb.,Sesbania exaltata,(Raf.) Rydb.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
7394001,Sesbania exaltata (Raf.) Rydb. ex A.W.Hill,Sesbania exaltata,(Raf.) Rydb. ex A.W.Hill,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
8049717,Sesbania macrocarpa Muhl.,Sesbania macrocarpa,Muhl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
3907153,Sesbania macrocarpa var. picta S.Watson,Sesbania macrocarpa picta,S.Watson,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
2970601,Sesbania occidentalis (Willd.) Pers.,Sesbania occidentalis,(Willd.) Pers.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
8303702,Sesbania occidentalis (Willd.) Poir.,Sesbania occidentalis,(Willd.) Poir.,SPECIES,HETEROTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
3911477,Sesbania occidentalis var. multijuga Griseb.,Sesbania occidentalis multijuga,Griseb.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
3911484,Sesbania occidentalis var. pubescens Griseb.,Sesbania occidentalis pubescens,Griseb.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
7543245,Sesbania picta (Cav.) Pers.,Sesbania picta,(Cav.) Pers.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
11405544,Sesbania picta Lindl.,Sesbania picta,Lindl.,SPECIES,HOMOTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
2970600,Sesbania picta Lindl. ex Griseb.,Sesbania picta,Lindl. ex Griseb.,SPECIES,HETEROTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
3975448,Sesbania sonorae Rydb.,Sesbania sonorae,Rydb.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania herbacea,7854649,Sesbania,2970585,Sesbania herbacea (Mill.) McVaugh,gbif synonym
3965959,Medicago parviflora (Desf.) E.H.L.Krause,Medicago parviflora,(Desf.) E.H.L.Krause,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3963428,Melilotus berardii Medik.,Melilotus berardii,Medik.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
2971027,Melilotus bonplandii Ten.,Melilotus bonplandii,Ten.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3963412,Melilotus boumettii Hornem.,Melilotus boumettii,Hornem.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
8627933,Melilotus brachystachyus Willd.,Melilotus brachystachyus,Willd.,SPECIES,HOMOTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3963397,Melilotus brachystachyus Willd. ex Spreng.,Melilotus brachystachyus,Willd. ex Spreng.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3963322,Melilotus exaltatus Bianca,Melilotus exaltatus,Bianca,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
2971028,Melilotus indicus subsp. permixtus (Jord.) Rouy,Melilotus indicus permixtus,(Jord.) Rouy,SUBSPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
9345636,Melilotus indicus var. bonplandii (Ten.) O.E.Schulz,Melilotus indicus bonplandii,(Ten.) O.E.Schulz,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
9421562,Melilotus indicus var. exaltatus Rouy,Melilotus indicus exaltatus,Rouy,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
9234946,Melilotus indicus var. laxiflorus Rouy,Melilotus indicus laxiflorus,Rouy,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
9537608,Melilotus indicus var. parvulus Rouy,Melilotus indicus parvulus,Rouy,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
9541403,Melilotus indicus var. permixtus (Jord.) P.Fourn.,Melilotus indicus permixtus,(Jord.) P.Fourn.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
2971018,Melilotus melilotus-indicus Asch. & Graebn.,Melilotus melilotus-indicus,Asch. & Graebn.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3963055,Melilotus minimus Roth,Melilotus minimus,Roth,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
9349239,Melilotus neapolitanus var. macrocarpus Rouy,Melilotus neapolitanus macrocarpus,Rouy,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3909952,Melilotus occidentalis Nutt.,Melilotus occidentalis,Nutt.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
8057500,"Melilotus occidentalis Nutt. ex Torr. & A.Gray, 1838",Melilotus occidentalis,"Nutt. ex Torr. & A.Gray, 1838",SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
7675279,Melilotus parviflorus Desf.,Melilotus parviflorus,Desf.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
11403248,Melilotus parviflorus var. rubrocalyx Herder,Melilotus parviflorus rubrocalyx,Herder,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
2971020,Melilotus permixtus Jord.,Melilotus permixtus,Jord.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3962910,Melilotus reticulatus Pomel,Melilotus reticulatus,Pomel,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3962901,Melilotus robinii Raf.,Melilotus robinii,Raf.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3962875,Melilotus rugulosus Willd.,Melilotus rugulosus,Willd.,SPECIES,HETEROTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
2971021,Melilotus tommasinii Jord.,Melilotus tommasinii,Jord.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
3975826,Sertula indica (L.) Kuntze,Sertula indica,(L.) Kuntze,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
5358564,Trifolium indicum L.,Trifolium indicum,L.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
7939841,Trifolium melilotus L.,Trifolium melilotus,L.,SPECIES,HETEROTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
8428491,Trifolium melilotus var. indicum L.,Trifolium melilotus indicum,L.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
5358565,Trifolium melilotus-indica L.,Trifolium melilotus-indica,L.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
5633184,Trifolium melilotus-parviflorum M.Bieb.,Trifolium melilotus-parviflorum,M.Bieb.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
12066119,Trifolium parviflorum (Desf.) F.Dietr.,Trifolium parviflorum,(Desf.) F.Dietr.,SPECIES,HETEROTYPIC_SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
12098993,Trifolium rugulosum (Willd.) F.Dietr.,Trifolium rugulosum,(Willd.) F.Dietr.,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
5632284,Trigonella melilotus Link,Trigonella melilotus,Link,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
7592856,Trigonella smallii Coulot & Rabaute,Trigonella smallii,Coulot & Rabaute,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus indicus,4924408,Melilotus,2971016,Melilotus indicus (L.) All.,gbif synonym
11397401,Melilotus infestus var. rigidus (Pomel) Batt.,Melilotus infestus rigidus,(Pomel) Batt.,VARIETY,SYNONYM,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus infestus,4924408,Melilotus,2971033,Melilotus infestus Guss.,gbif synonym
