key,scientificName,canonicalName,authorship,rank,taxonomicStatus,kingdom,phylum,class,order,family,genus,species,parentKey,parent,acceptedKey,accepted,source
9598425,"Megaptera kusira Gray, 1850",Megaptera kusira,"Gray, 1850",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722860,"Megaptera kusira Trouessart, 1904",Megaptera kusira,"Trouessart, 1904",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722855,"Megaptera kuzira Gray, 1850",Megaptera kuzira,"Gray, 1850",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5220087,"Megaptera lalandii (Fischer, 1829)",Megaptera lalandii,"(Fischer, 1829) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5220094,"Megaptera longimana (Rudolphi, 1832)",Megaptera longimana,"(Rudolphi, 1832) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722861,"Megaptera longimana morei Gray, 1866",Megaptera longimana morei,"Gray, 1866",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5220092,"Megaptera longipinna Gray, 1846",Megaptera longipinna,"Gray, 1846",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5220089,"Megaptera nodosa (Bonnaterre, 1789)",Megaptera nodosa,"(Bonnaterre, 1789) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722856,"Megaptera nodosa bellicosa Elliot, 1904",Megaptera nodosa bellicosa,"Elliot, 1904",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722849,"Megaptera nodosa lalandii Tomilin, 1946",Megaptera nodosa lalandii,"Tomilin, 1946",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722862,Megaptera nodosa nodosa,Megaptera nodosa nodosa,,SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722857,"Megaptera nodosa novaezealandiae Ivashin, 1958",Megaptera nodosa novaezealandiae,"Ivashin, 1958",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
9287949,"Megaptera nodosa novaezelandiae (Gray, 1864)",Megaptera nodosa novaezelandiae,"(Gray, 1864) ",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
9481236,"Megaptera nodosa osphyia (Cope, 1865)",Megaptera nodosa osphyia,"(Cope, 1865) ",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
9809568,"Megaptera novaeangliae (Brisson, 1762)",Megaptera novaeangliae,"(Brisson, 1762) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
7388406,"Megaptera novaeangliae australis (Lesson, 1828)",Megaptera novaeangliae australis,"(Lesson, 1828) ",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
7849833,"Megaptera novaeangliae kuzira (Gray, 1850)",Megaptera novaeangliae kuzira,"(Gray, 1850) ",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
8371048,Megaptera novaeangliae novaeangliae,Megaptera novaeangliae novaeangliae,,SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
11222593,Megaptera novaeangliea,Megaptera novaeangliea,,SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
9363037,"Megaptera novaezealandiae (Gray, 1864)",Megaptera novaezealandiae,"(Gray, 1864) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722853,"Megaptera novaezelandiae Gray, 1864",Megaptera novaezelandiae,"Gray, 1864",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5220090,"Megaptera osphya Cope, 1865",Megaptera osphya,"Cope, 1865",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
8049420,"Megaptera osphya Mead & Brownell, 2005",Megaptera osphya,"Mead & Brownell, 2005",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722845,"Megaptera poescop Gray, 1846",Megaptera poescop,"Gray, 1846",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
8621057,"Megaptera poeskop Gray, 1846",Megaptera poeskop,"Gray, 1846",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5220093,"Megaptera versabilis Cope, 1869",Megaptera versabilis,"Cope, 1869",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
5722829,"Physalus antarcticus (Temminck, 1841)",Physalus antarcticus,"(Temminck, 1841) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
4352242,"Poescopia lalandii Gray, 1866",Poescopia lalandii,"Gray, 1866",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
4352241,"Rorqualus antarcticus F.Cuvier, 1836",Rorqualus antarcticus,"F.Cuvier, 1836",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
4352260,"Rorqualus australis Hamilton, 1837",Rorqualus australis,"Hamilton, 1837",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae,2440748,Megaptera,5220086,"Megaptera novaeangliae (Borowski, 1781)",gbif synonym
7411473,"Cervus albus Fitzinger, 1874",Cervus albus,"Fitzinger, 1874",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,8397832,Dama,5220136,"Dama dama (Linnaeus, 1758)",gbif synonym
7973622,"Cervus dama Linnaeus, 1758",Cervus dama,"Linnaeus, 1758",SPECIES,HOMOTYPIC_SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,8397832,Dama,5220136,"Dama dama (Linnaeus, 1758)",gbif synonym
7889536,"Cervus leucaethiops (J.B.Fischer, 1829)",Cervus leucaethiops,"(J.B.Fischer, 1829) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,8397832,Dama,5220136,"Dama dama (Linnaeus, 1758)",gbif synonym
7389751,"Cervus maura (J.B.Fischer, 1829)",Cervus maura,"(J.B.Fischer, 1829) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,8397832,Dama,5220136,"Dama dama (Linnaeus, 1758)",gbif synonym
8412518,"Cervus mauricus (Cuvier, 1816)",Cervus mauricus,"(Cuvier, 1816) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,8397832,Dama,5220136,"Dama dama (Linnaeus, 1758)",gbif synonym
8209973,"Cervus niger Fitzinger, 1874",Cervus niger,"Fitzinger, 1874",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,8397832,Dama,5220136,"Dama dama (Linnaeus, 1758)",gbif synonym
7610688,"Cervus platyceros (Cuvier, 1798)",Cervus platyceros,"(Cuvier, 1798) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,8397832,Dama,5220136,"Dama dama (Linnaeus, 1758)",gbif synonym
8120713,"Cervus plinii (Zimmermann, 1780)",Cervus plinii,"(Zimmermann, 1780) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,8397832,Dama,5220136,"Dama dama (Linnaeus, 1758)",gbif synonym
9623863,"Antilope rupicapra (Linnaeus, 1758)",Antilope rupicapra,"(Linnaeus, 1758) ",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,5220169,Rupicapra,5220170,"Rupicapra rupicapra (Linnaeus, 1758)",gbif synonym
6545374,"Capra rupicapra Linnaeus, 1758",Capra rupicapra,"Linnaeus, 1758",SPECIES,HOMOTYPIC_SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,5220169,Rupicapra,5220170,"Rupicapra rupicapra (Linnaeus, 1758)",gbif synonym
9606802,"Rupicapra rupicapra asiatica Lyddekker, 1910",Rupicapra rupicapra asiatica,"Lyddekker, 1910",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,5220169,Rupicapra,5220170,"Rupicapra rupicapra (Linnaeus, 1758)",gbif synonym
9355089,"Rupicapra rupicapra caucasica Lydekker, 1910",Rupicapra rupicapra caucasica,"Lydekker, 1910",SUBSPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,5220169,Rupicapra,5220170,"Rupicapra rupicapra (Linnaeus, 1758)",gbif synonym
7655449,"Rupicapra tragus Gray, 1843",Rupicapra tragus,"Gray, 1843",SPECIES,SYNONYM,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,5220169,Rupicapra,5220170,"Rupicapra rupicapra (Linnaeus, 1758)",gbif synonym
2442477,"Aromochelys carinata Gray, 1856",Aromochelys carinata,"Gray, 1856",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Kinosternidae,Sternotherus,Sternotherus carinatus,2442302,Sternotherus,5220394,"Sternotherus carinatus (Gray, 1856)",gbif synonym
2442478,"Cinosternum carinatum Boulenger, 1889",Cinosternum carinatum,"Boulenger, 1889",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Kinosternidae,Sternotherus,Sternotherus carinatus,2442302,Sternotherus,5220394,"Sternotherus carinatus (Gray, 1856)",gbif synonym
2442476,"Goniochelys triquetra Agassiz, 1857",Goniochelys triquetra,"Agassiz, 1857",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Kinosternidae,Sternotherus,Sternotherus carinatus,2442302,Sternotherus,5220394,"Sternotherus carinatus (Gray, 1856)",gbif synonym
2442479,Kinosternon carinatum,Kinosternon carinatum,,SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Kinosternidae,Sternotherus,Sternotherus carinatus,2442302,Sternotherus,5220394,"Sternotherus carinatus (Gray, 1856)",gbif synonym
9256319,"Ozotheca triquetra Agassiz, 1857",Ozotheca triquetra,"Agassiz, 1857",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Kinosternidae,Sternotherus,Sternotherus carinatus,2442302,Sternotherus,5220394,"Sternotherus carinatus (Gray, 1856)",gbif synonym
5712576,Sternotherus carinatus carinatus,Sternotherus carinatus carinatus,,SUBSPECIES,SYNONYM,Animalia,Chordata,Testudines,,Kinosternidae,Sternotherus,Sternotherus carinatus,2442302,Sternotherus,5220394,"Sternotherus carinatus (Gray, 1856)",gbif synonym
2442606,"Amyda japonica Stejneger, 1907",Amyda japonica,"Stejneger, 1907",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
6156735,"Amyda schlegeli haseri Pawlow, 1932",Amyda schlegeli haseri,"Pawlow, 1932",SUBSPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
6156736,"Amyda schlegeli licenti Pawlow, 1932",Amyda schlegeli licenti,"Pawlow, 1932",SUBSPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442610,"Amyda schlegelii Stejneger, 1907",Amyda schlegelii,"Stejneger, 1907",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442630,"Amyda sinensis Stejneger, 1907",Amyda sinensis,"Stejneger, 1907",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
11292229,Amyda tuberculata,Amyda tuberculata,,SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442621,"Ceramopelta latirostris Heude, 1880",Ceramopelta latirostris,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442612,"Cinctisternum bicinctum Heude, 1880",Cinctisternum bicinctum,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5815943,"Coelognathus novem-costatus Heude, 1880",Coelognathus novem-costatus,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5815942,"Coptopelta septem-costata Heude, 1880",Coptopelta septem-costata,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442613,"Gomphopelta officinae Heude, 1880",Gomphopelta officinae,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5220437,"Gymnopus simonii Duméril, 1875",Gymnopus simonii,"Duméril, 1875",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442625,"Landemania irrorata Gray, 1869",Landemania irrorata,"Gray, 1869",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442616,"Psilognathus laevis Heude, 1880",Psilognathus laevis,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442604,"Temnognathus mordax Heude, 1880",Temnognathus mordax,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
8713075,"Testudo rostrata Thunberg, 1787",Testudo rostrata,"Thunberg, 1787",SPECIES,PROPARTE_SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442617,"Testudo semimembranacea Hermann, 1804",Testudo semimembranacea,"Hermann, 1804",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
4818664,"Tortisternum novem-costatum Heude, 1880",Tortisternum novem-costatum,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5220446,"Trionyx cartilagineus newtoni Ferreira, 1897",Trionyx cartilagineus newtoni,"Ferreira, 1897",SUBSPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
9487052,"Trionyx cartilagineus var. newtoni Ferreira, 1897",Trionyx cartilagineus newtoni,"Ferreira, 1897",VARIETY,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5220438,"Trionyx perocellatus Gray, 1855",Trionyx perocellatus,"Gray, 1855",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5220447,"Trionyx schlegeli Brandt, 1858",Trionyx schlegeli,"Brandt, 1858",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
7888177,"Trionyx sinensis Strauch, 1862",Trionyx sinensis,"Strauch, 1862",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5220439,"Trionyx sinensis Wiegmann, 1835",Trionyx sinensis,"Wiegmann, 1835",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5220443,"Trionyx sinensis cyphus Vogt, 1922",Trionyx sinensis cyphus,"Vogt, 1922",SUBSPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5220440,"Trionyx stellatus japonica Temminck, 1835",Trionyx stellatus japonica,"Temminck, 1835",SUBSPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
9469590,"Trionyx stellatus var. japon Temminck & Schlegel, 1835",Trionyx stellatus japon,"Temminck & Schlegel, 1835",VARIETY,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
10665597,"Trionyx swinhonis Boulenger, 1889",Trionyx swinhonis,"Boulenger, 1889",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
5220444,"Trionyx tuberculatus Cantor, 1842",Trionyx tuberculatus,"Cantor, 1842",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442602,"Tyrse perocellata Gray, 1844",Tyrse perocellata,"Gray, 1844",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442624,"Yuen leprosus Heude, 1880",Yuen leprosus,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442614,"Yuen pallens Heude, 1880",Yuen pallens,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
2442626,"Yuen viridis Heude, 1880",Yuen viridis,"Heude, 1880",SPECIES,SYNONYM,Animalia,Chordata,Testudines,,Trionychidae,Pelodiscus,Pelodiscus sinensis,7236986,Pelodiscus,5220435,"Pelodiscus sinensis Wiegmann, 1835",gbif synonym
10665704,"Cyrtodactylus macularius Blyth, 1854",Cyrtodactylus macularius,"Blyth, 1854",SPECIES,PROPARTE_SYNONYM,Animalia,Chordata,Squamata,,Eublepharidae,Eublepharis,Eublepharis macularius,2445923,Eublepharis,5221283,"Eublepharis macularius (Blyth, 1854)",gbif synonym
2445929,"Cyrtodactylus madarensis Sharma, 1980",Cyrtodactylus madarensis,"Sharma, 1980",SPECIES,SYNONYM,Animalia,Chordata,Squamata,,Eublepharidae,Eublepharis,Eublepharis macularius,2445923,Eublepharis,5221283,"Eublepharis macularius (Blyth, 1854)",gbif synonym
9201761,"Eublepharis afghanicus Börner, 1976",Eublepharis afghanicus,"Börner, 1976",SPECIES,SYNONYM,Animalia,Chordata,Squamata,,Eublepharidae,Eublepharis,Eublepharis macularius,2445923,Eublepharis,5221283,"Eublepharis macularius (Blyth, 1854)",gbif synonym
5221286,"Eublepharis fasciolatus Günther, 1864",Eublepharis fasciolatus,"Günther, 1864",SPECIES,SYNONYM,Animalia,Chordata,Squamata,,Eublepharidae,Eublepharis,Eublepharis macularius,2445923,Eublepharis,5221283,"Eublepharis macularius (Blyth, 1854)",gbif synonym
5221285,"Eublepharis gracilis Börner, 1974",Eublepharis gracilis,"Börner, 1974",SPECIES,SYNONYM,Animalia,Chordata,Squamata,,Eublepharidae,Eublepharis,Eublepharis macularius,2445923,Eublepharis,5221283,"Eublepharis macularius (Blyth, 1854)",gbif synonym
3238710,"Aliurus Dunn & Dunn, 1940",Aliurus,"Dunn & Dunn, 1940",GENUS,SYNONYM,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,,5666,Gekkonidae,5221394,"Hemidactylus Oken, 1817",gbif synonym
2446403,Emydactylus,Emydactylus,,GENUS,SYNONYM,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,,5666,Gekkonidae,5221394,"Hemidactylus Oken, 1817",gbif synonym
4819927,"Hemidact Oken, 1817",Hemidact,"Oken, 1817",GENUS,SYNONYM,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,,5666,Gekkonidae,5221394,"Hemidactylus Oken, 1817",gbif synonym
2446189,Hemidactylys,Hemidactylys,,GENUS,SYNONYM,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,,5666,Gekkonidae,5221394,"Hemidactylus Oken, 1817",gbif synonym
2446805,"Leiurus Gray, 1845",Leiurus,"Gray, 1845",GENUS,SYNONYM,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,,5666,Gekkonidae,5221394,"Hemidactylus Oken, 1817",gbif synonym
7640377,"Liurus Cope, 1862",Liurus,"Cope, 1862",GENUS,SYNONYM,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,,5666,Gekkonidae,5221394,"Hemidactylus Oken, 1817",gbif synonym
4819923,"Gecko meridionalis Risso, 1826",Gecko meridionalis,"Risso, 1826",SPECIES,SYNONYM,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,Hemidactylus turcicus,5221394,Hemidactylus,5221528,"Hemidactylus turcicus (Linnaeus, 1758)",gbif synonym
