taxonKey,scientificName,taxonID,datasetKey,nameType,issues,validDistribution,bb_key,bb_scientificName,bb_kingdom,bb_rank,bb_taxonomicStatus,bb_acceptedKey,bb_acceptedName,verificationKey
141264581,Nymphaea x marliacea Marliac,alien-plants-belgium:taxon:f33d6d2dca86b53e5a09cbda787f300f,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,RANK_INVALID,TRUE,7802465,Nymphaea marliacea Hort.Latour-Marliac,Plantae,SPECIES,ACCEPTED,,,7802465
141264583,Aucuba japonica Thunb.,alien-plants-belgium:taxon:c66ecac01f5623ae4fe26d73c52c90aa,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3033077,Aucuba japonica Thunb.,Plantae,SPECIES,ACCEPTED,,,3033077
141264585,Melia azedarach L.,alien-plants-belgium:taxon:c8ca4596c9618a72f5b0f30062d370d3,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5914287,Melia azedarach L.,Plantae,SPECIES,ACCEPTED,,,5914287
141264587,Sesamum indicum L.,alien-plants-belgium:taxon:c5f158f932cc4a69336f5c3e983465e3,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3172622,Sesamum indicum L.,Plantae,SPECIES,ACCEPTED,,,3172622
141264589,Tropaeolum majus L.,alien-plants-belgium:taxon:d8a62bfbab3cf860dd3b309d971a9d9a,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,2889934,Tropaeolum majus L.,Plantae,SPECIES,ACCEPTED,,,2889934
141264591,Blumenbachia hieronymi Urban,alien-plants-belgium:taxon:f69c3eadb376f8479ef7f405a042c8de,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5646410,Blumenbachia hieronymi Urb.,Plantae,SPECIES,ACCEPTED,,,5646410
141264592,Mentzelia albicaulis (Dougl. ex Hook.) Dougl. ex Hook.,alien-plants-belgium:taxon:d1d3e40999595be8fd149dd316989420,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,7397079,Mentzelia albicaulis Dougl. ex Hook.,Plantae,SPECIES,DOUBTFUL,,,7397079
141264594,Elatine alsinastrum L.,alien-plants-belgium:taxon:cc5fc2b5f7d395d5d429bd656827fe87,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5646136,Elatine alsinastrum L.,Plantae,SPECIES,ACCEPTED,,,5646136
141264596,Scaevola aemula R. Brown,alien-plants-belgium:taxon:cc376278bb1d501826250440a33ce019,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,5569367,Scaevola aemula R.Br.,Plantae,SPECIES,ACCEPTED,,,5569367
141264598,Tarenaya hassleriana (Chodat) Iltis,alien-plants-belgium:taxon:ce0be0822aef2a13f461bc9547198035,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,3872463,Tarenaya hassleriana (Chodat) Iltis,Plantae,SPECIES,ACCEPTED,,,3872463
141264600,Lindernia procumbens (Krocker) Borbás,alien-plants-belgium:taxon:d5f84382375541c1f7e9c604556cf452,9ff7d317-609b-4c08-bd86-3bc404b77c42,SCIENTIFIC,,TRUE,8602699,Lindernia procumbens (Krock.) Borbás,Plantae,SPECIES,HETEROTYPIC_SYNONYM,3171882,Lindernia procumbens (Krock.) Philcox,
