taxonKey,locationId,locality,country,status,temporal,establishmentMeans,source
145957318,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957318,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957318,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957321,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957321,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957321,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957321,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957322,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957322,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957322,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957322,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957323,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957323,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957323,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957323,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957325,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957325,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957325,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957325,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957326,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957326,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957326,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957326,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957329,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957329,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957329,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957329,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957330,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957330,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957330,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957330,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957333,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957333,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957333,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957333,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957337,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957337,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957337,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957337,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957340,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957340,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957340,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957340,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957353,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957353,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957353,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957353,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957354,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957354,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957354,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957354,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957357,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957357,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957357,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957357,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957359,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957359,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957359,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957359,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957363,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957363,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957363,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957363,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957364,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957364,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957364,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957364,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957367,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957367,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957367,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957367,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957368,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957368,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957368,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957368,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957374,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957374,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957374,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957374,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957380,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957380,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957380,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957380,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957381,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957381,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957381,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957381,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957384,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957384,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957384,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957384,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957388,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957388,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957388,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957388,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957390,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957390,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957390,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957390,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957391,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957391,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957391,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957391,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957392,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957392,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957392,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957392,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957393,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957393,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957393,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957393,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957394,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957394,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957394,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957394,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957398,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957398,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957398,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957398,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957400,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957400,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957400,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957400,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957406,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957406,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957406,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957406,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957407,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957407,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957407,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957407,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957408,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957408,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957408,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957408,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957409,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957409,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957409,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957409,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957410,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957410,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957410,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957410,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957412,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957412,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957412,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957412,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957413,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957413,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957413,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957413,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957415,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957415,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957415,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957415,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957417,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957417,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957417,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957417,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957418,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957418,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957418,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957418,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957419,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957419,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957419,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957419,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957421,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957421,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957421,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957421,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957422,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957422,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957422,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957422,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957423,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957423,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957423,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957423,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957425,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957425,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957425,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957425,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957427,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957427,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957427,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957427,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957429,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957429,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957429,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957429,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957431,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957431,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957431,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957431,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957432,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957432,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957432,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957432,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957433,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957433,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957433,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957433,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957436,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957436,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957436,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957436,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957438,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957438,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957438,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957438,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957442,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957442,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957442,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957442,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957443,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957443,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957443,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957443,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957444,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957444,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957444,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957444,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957448,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957448,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957448,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957448,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957449,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957449,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957449,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957449,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957455,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957455,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957455,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957455,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957456,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957456,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957456,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957456,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957458,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957458,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957458,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957458,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957459,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957459,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957459,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957459,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957462,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957462,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957462,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957462,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957468,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957468,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957468,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957468,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957470,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957470,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957470,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957470,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957471,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957471,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957471,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957471,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957476,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957476,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957476,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957476,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957479,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957479,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957479,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957479,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957481,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957481,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957481,WGSRPD:GRB,Great Britain,GB,DOUBTFUL,,INTRODUCED,
145957481,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957486,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957486,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957486,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957486,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957488,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957488,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957488,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957488,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957490,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957490,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957490,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957490,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957493,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957493,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957493,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957493,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957494,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957494,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957494,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957494,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957497,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957497,ISO_3166-2:FR,France,FR,DOUBTFUL,,INTRODUCED,
145957497,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957497,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
145957499,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957499,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957499,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,data based solely on DAISIE portal
145957499,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,data based solely on DAISIE portal
145957500,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957500,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957500,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957500,ISO_3166-2:NL,The Netherlands,NL,DOUBTFUL,,INTRODUCED,
145957504,ISO_3166-2:BE,Belgium,BE,PRESENT,,INTRODUCED,
145957504,ISO_3166-2:FR,France,FR,PRESENT,,INTRODUCED,
145957504,WGSRPD:GRB,Great Britain,GB,PRESENT,,INTRODUCED,
145957504,ISO_3166-2:NL,The Netherlands,NL,PRESENT,,INTRODUCED,
