taxonKey	scientificName	datasetKey	bb_key	bb_scientificName	bb_kingdom	bb_rank	bb_taxonomicStatus	bb_acceptedKey	bb_acceptedName	bb_acceptedKingdom	bb_acceptedRank	bb_acceptedTaxonomicStatus	verificationKey	remarks	verifiedBy	dateAdded	outdated
141265030	Abronia fragrans Nutt.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8690876	Abronia fragrans Nutt.	Plantae	SPECIES	HOMOTYPIC_SYNONYM	5384889	Abronia fragrans Nutt. ex Hook.	Plantae	SPECIES	ACCEPTED	5384889	accept: same canonical	Peter Desmet	2021-05-08	FALSE
141266487	Abutilon x suntense C.D. Brickell	9ff7d317-609b-4c08-bd86-3bc404b77c42	3935725	Abutilon ×suntense C.D.Brickell	Plantae	SPECIES	SYNONYM	3937506	Corynabutilon ×suntense (C.D.Brickell) Fryxell	Plantae	SPECIES	ACCEPTED	3937506	accept	Quentin Groom	2018-12-20	FALSE
141266287	Acer cissifolium (Siebold & Zucc.) K. Koch	9ff7d317-609b-4c08-bd86-3bc404b77c42	3768287	Acer cissifolium (Siebold & Zucc.) K.Koch	Plantae	SPECIES	HOMOTYPIC_SYNONYM	7877018	Acer cissifolium (Siebold & Zucc.) C.Koch	Plantae	SPECIES	ACCEPTED	7877018	accept: same canonical	Peter Desmet	2021-05-08	TRUE
141266288	Acer japonicum Thunb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3767816	Acer japonicum Thunb.	Plantae	SPECIES	HETEROTYPIC_SYNONYM	8010851	Acer japonicum C.P.Thunberg ex A.Murray	Plantae	SPECIES	ACCEPTED	8010851	accept	Quentin Groom	2018-12-20	TRUE
141266283	Acer palmatum Thunb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189882	Acer palmatum Thunb.	Plantae	SPECIES	SYNONYM	7912328	Acer palmatum C.P.Thunberg ex A.Murray	Plantae	SPECIES	DOUBTFUL	7912328	accept	Quentin Groom	2018-12-20	TRUE
168130912	Achatina fulica (Férussac, 1821)	1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2	10928934	Achatina fulica Bowdich, 1822	Animalia	SPECIES	SYNONYM	8790531	Lissachatina fulica (Bowdich, 1822)	Animalia	SPECIES	ACCEPTED	8790531	accept	Tim Adriaens	2023-09-15	FALSE
145962095	Achillea cartilaginea	3f5e930b-52a5-461d-87ec-26ecd66f14a3	3120381	Achillea cartilaginea Ledeb. ex Rchb.	Plantae	SPECIES	SYNONYM	7222196	Achillea salicifolia subsp. salicifolia	Plantae	SUBSPECIES	ACCEPTED	7222196	accept: see http://alienplantsbelgium.be/content/achillea-cartilaginea	Quentin Groom	2018-12-20	TRUE
141265172	Achillea cartilaginea Ledeb. ex Reichenb. s.l.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3120381	Achillea cartilaginea Ledeb. ex Rchb.	Plantae	SPECIES	SYNONYM	7222196	Achillea salicifolia subsp. salicifolia	Plantae	SUBSPECIES	ACCEPTED	7222196	accept: see http://alienplantsbelgium.be/content/achillea-cartilaginea	Quentin Groom	2018-12-20	FALSE
141117250	Acipenser guldenstaedti	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	2402131	Acipenser guldenstaedti Brandt & Ratzeberg, 1833	Animalia	SPECIES	SYNONYM	2402129	Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833	Animalia	SPECIES	ACCEPTED	2402129	accept: https://github.com/trias-project/alien-fishes-checklist/issues/17	Peter Desmet	2018-12-20	FALSE
141266870	Aconitum napellus  L. subsp. napellus var. giganteum (Dum. ex Thielens) J. Duvigneaud	9ff7d317-609b-4c08-bd86-3bc404b77c42	3922770	Aconitum napellus var. giganteum (Dumort. ex Thielens) J.Duvign.	Plantae	VARIETY	SYNONYM	7707872	Aconitum napellus subsp. lusitanicum Rouy	Plantae	SUBSPECIES	ACCEPTED	3922770	reject: These are distinct taxa according to the Flore de la Belgique	Quentin Groom	2018-12-20	FALSE
145960435	Aconitum napellus giganteum	3f5e930b-52a5-461d-87ec-26ecd66f14a3	3922770	Aconitum napellus var. giganteum (Dumort. ex Thielens) J.Duvigneaud	Plantae	VARIETY	SYNONYM	7707872	Aconitum napellus subsp. lusitanicum Rouy	Plantae	SUBSPECIES	ACCEPTED	3922770	reject: These are distinct taxa according to the Flore de la Belgique	Quentin Groom	2018-12-20	TRUE
141266858	Aconitum x stoerkianum Reichenb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3920712	Aconitum ×stoerkianum Rchb.	Plantae	SPECIES	SYNONYM	7967494	Aconitum ×cammarum L.	Plantae	SPECIES	ACCEPTED	7967494	accept	Tim Adriaens	2023-09-15	FALSE
206099048	Aconogonon campanulatum	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	6391389	Aconogonon campanulatum (Hook.fil.) H.Hara	Plantae	SPECIES	SYNONYM	9018536	Koenigia campanulata (Hook.fil.) T.M.Schust. & Reveal	Plantae	SPECIES	ACCEPTED	9018536	accept	Tim Adriaens	2023-09-15	FALSE
141266380	Aconogonon campanulatum (Hook. f.) H. Hara	9ff7d317-609b-4c08-bd86-3bc404b77c42	6391389	Aconogonon campanulatum (Hook.fil.) H.Hara	Plantae	SPECIES	SYNONYM	9018536	Koenigia campanulata (Hook.fil.) T.M.Schust. & Reveal	Plantae	SPECIES	ACCEPTED	9018536	accept: https://doi.org/10.12705/646.5	Quentin Groom	2018-12-20	FALSE
141266430	Aconogonon divaricatum (L.) Nakai	9ff7d317-609b-4c08-bd86-3bc404b77c42	7291572	Aconogonon divaricatum (L.) Nakai	Plantae	SPECIES	SYNONYM	8720751	Koenigia divaricata (L.) T.M.Schust. & Reveal	Plantae	SPECIES	ACCEPTED	8720751	accept: https://doi.org/10.12705/646.5	Quentin Groom	2018-12-20	FALSE
141266396	Aconogonon x fennicum Reiersen	9ff7d317-609b-4c08-bd86-3bc404b77c42	4035232	Aconogonon ×fennicum Reiersen	Plantae	SPECIES	SYNONYM	8773480	Koenigia ×fennica (Reiersen) T.M.Schust. & Reveal	Plantae	SPECIES	ACCEPTED	8773480	accept: https://doi.org/10.12705/646.5	Quentin Groom	2018-12-20	FALSE
146042154	Acroptilon repens	1738f272-6b5d-4f43-9a92-453a8c5ea50a	3142214	Acroptilon repens (L.) DC.	Plantae	SPECIES	SYNONYM	10676000	Leuzea repens (L.) D.J.N.Hind	Plantae	SPECIES	ACCEPTED	10676000	accept	Tim Adriaens	2023-09-15	FALSE
145960575	Acroptilon repens	3f5e930b-52a5-461d-87ec-26ecd66f14a3	3142214	Acroptilon repens (L.) DC.	Plantae	SPECIES	SYNONYM	3142208	Rhaponticum repens (L.) Hidalgo	Plantae	SPECIES	SYNONYM	3142208	accept	Quentin Groom	2018-12-20	TRUE
206102054	Actinidia deliciosa	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	7270761	Actinidia deliciosa (A.Chev.) C.F.Liang & A.R.Ferguson	Plantae	SPECIES	SYNONYM	6550091	Actinidia chinensis var. deliciosa (A.Chev.) A.Chev.	Plantae	VARIETY	ACCEPTED	7270761	reject	Tim Adriaens	2023-09-15	FALSE
145960177	Actinidia deliciosa	3f5e930b-52a5-461d-87ec-26ecd66f14a3	7270761	Actinidia deliciosa (Chev.) C.F.Liang & A.R.Ferguson	Plantae	SPECIES	SYNONYM	3644922	Actinidia chinensis var. hispida C.F.Liang	Plantae	VARIETY	SYNONYM	7270761	reject	Quentin Groom	2018-12-20	TRUE
141264679	Actinidia deliciosa (Chevalier) C.S. Liang & A.R. Ferguson	9ff7d317-609b-4c08-bd86-3bc404b77c42	7270761	Actinidia deliciosa (A.Chev.) C.F.Liang & A.R.Ferguson	Plantae	SPECIES	SYNONYM	6550091	Actinidia chinensis var. deliciosa (A.Chev.) A.Chev.	Plantae	VARIETY	ACCEPTED	7270761	reject	Tim Adriaens	2023-09-15	FALSE
145953999	Adiantum raddianum	3f5e930b-52a5-461d-87ec-26ecd66f14a3	2651826	Adiantum raddianum C.Presl	Plantae	SPECIES	SYNONYM	7335777	Doryopteris raddiana (Pr.) F	Plantae	SPECIES	ACCEPTED	7335777	accept	Quentin Groom	2018-12-20	TRUE
141266305	Adiantum raddianum C. Presl	9ff7d317-609b-4c08-bd86-3bc404b77c42	2651826	Adiantum raddianum C.Presl	Plantae	SPECIES	SYNONYM	7335777	Doryopteris raddiana (Pr.) F	Plantae	SPECIES	ACCEPTED	7335777	accept	Quentin Groom	2018-12-20	TRUE
206097685	Adonis flammea	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	7277858	Adonis flammea Schleich. ex Steud.	Plantae	SPECIES	HETEROTYPIC_SYNONYM	7277946	Adonis aestivalis subsp. aestivalis	Plantae	SUBSPECIES	ACCEPTED	7277946	accept	Tim Adriaens	2023-09-15	FALSE
141266289	Aesculus pavia L. (incl. var. discolor (Pursh) Torr. & A. Gray)	9ff7d317-609b-4c08-bd86-3bc404b77c42											3189807	manual match: to that name	Peter Desmet	2018-12-20	FALSE
206098768	Agonoscena succincta	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	2012520	Agonoscena succincta (De Geer)	Animalia	SPECIES	SYNONYM	9767566	Agonoscena succincta (Heeger, 1856)	Animalia	SPECIES	ACCEPTED	9767566	accept	Tim Adriaens	2023-09-15	FALSE
141265778	Agropyron cristatum (L.) Gaertn. subsp. pectinatum (Bieb.) Tzvelev	9ff7d317-609b-4c08-bd86-3bc404b77c42	4270510	Agropyron cristatum subsp. pectinatum (M.Bieb.) Tzvelev	Plantae	SUBSPECIES	SYNONYM	2705196	Agropyron cristatum (L.) Gaertn.	Plantae	SPECIES	ACCEPTED	2705196	accept	Tim Adriaens	2018-12-20	FALSE
141267206	Agrostemma gracile Boiss.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7534154	Agrostemma gracile Boiss.	Plantae	SPECIES	SYNONYM	3085366	Agrostemma brachyloba (Fenzl) K.Hammer	Plantae	SPECIES	ACCEPTED	3085366	accept	Tim Adriaens	2018-12-20	FALSE
206102270	Agrostis avenacea	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	2706451	Agrostis avenacea J.F.Gmel.	Plantae	SPECIES	SYNONYM	4135963	Lachnagrostis filiformis (G.Forst.) Trin.	Plantae	SPECIES	ACCEPTED	4135963	accept	Tim Adriaens	2023-09-15	FALSE
145962630	Agrostis lachnantha	3f5e930b-52a5-461d-87ec-26ecd66f14a3	4121178	Agrostis lachnantha Nees	Plantae	SPECIES	SYNONYM	4135892	Lachnagrostis lachnantha (Nees) Rúgolo & A.M.Molina	Plantae	SPECIES	ACCEPTED	4135892	accept	Quentin Groom	2018-12-20	TRUE
141265708	Agrostis lachnantha Nees	9ff7d317-609b-4c08-bd86-3bc404b77c42	4121178	Agrostis lachnantha Nees	Plantae	SPECIES	SYNONYM	4135892	Lachnagrostis lachnantha (Nees) Rúgolo & A.M.Molina	Plantae	SPECIES	ACCEPTED	4135892	accept	Quentin Groom	2018-12-20	FALSE
141265782	Agrostis x fouilladeana Lambinon & Verloove	9ff7d317-609b-4c08-bd86-3bc404b77c42	4122968	Agrostis ×fouilladeana Lambinon & Verloove	Plantae	SPECIES	SYNONYM	4123912	Agrostis ×dimorpholemma Ohwi	Plantae	SPECIES	ACCEPTED	4123912	accept	Tim Adriaens	2023-09-15	FALSE
206096012	Aidemosyne modesta	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	4845821	Aidemosyne modesta (Gould, 1837)	Animalia	SPECIES	HOMOTYPIC_SYNONYM	2493740	Neochmia modesta (Gould, 1837)	Animalia	SPECIES	ACCEPTED	4845821	reject: synonym used in clements checklist	Tim Adriaens	2023-09-15	FALSE
141265730	Aira caryophyllea subsp. plesiantha (Jord.) K. Richt.	9ff7d317-609b-4c08-bd86-3bc404b77c42	6084799	Aira caryophyllea subsp. plesiantha (Jord. ex Boreau) K.Richt.	Plantae	SUBSPECIES	SYNONYM	7747216	Aira caryophyllea L.	Plantae	SPECIES	ACCEPTED	6084799	reject: use MAP taxon (Aira caryophyllea is native)	Tim Adriaens	2018-12-20	FALSE
141265881	Aira elegantissima Schur	9ff7d317-609b-4c08-bd86-3bc404b77c42	5289579	Aira elegantissima Schur	Plantae	SPECIES	SYNONYM	7948459	Aira elegans Willd. ex Roem. & Schult.	Plantae	SPECIES	ACCEPTED	7948459	accept	Tim Adriaens	2018-12-20	FALSE
206103051	Alcea ficifolia	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	5406791	Alcea ficifolia L.	Plantae	SPECIES	SYNONYM	5406789	Alcea rosea L.	Plantae	SPECIES	ACCEPTED	5406789	accept	Tim Adriaens	2023-09-15	FALSE
141266471	Alcea ficifolia L. (Alcea rosea x rugosa)	9ff7d317-609b-4c08-bd86-3bc404b77c42											5406789	manual match: to that name	Tim Adriaens	2018-12-20	FALSE
141267235	Allium paradoxum (Bieb.) G. Don var. paradoxum	9ff7d317-609b-4c08-bd86-3bc404b77c42											2857017	manual match: to species	Tim Adriaens	2018-12-20	FALSE
141267234	Allium porrum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7668251	Allium porrum L.	Plantae	SPECIES	SYNONYM	2856037	Allium ampeloprasum L.	Plantae	SPECIES	ACCEPTED	2856037	accept	Quentin Groom	2018-12-20	FALSE
206099882	Alnus incana	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	7502645	Alnus incana (L.) Medik., 1800	Plantae	SPECIES	SYNONYM	9148577	Alnus incana (L.) Moench	Plantae	SPECIES	ACCEPTED	9148577	accept	Tim Adriaens	2023-09-15	FALSE
141266850	Alonsoa intermedia Lodd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3724078	Alonsoa intermedia G.Lodd.	Plantae	SPECIES	SYNONYM	7331548	Alonsoa linearis (Jacq.) Ruiz & Pav.	Plantae	SPECIES	ACCEPTED	7331548	accept	Quentin Groom	2018-12-20	FALSE
146042280	Alopochen aegyptiacus (Linnaeus 1766)	1738f272-6b5d-4f43-9a92-453a8c5ea50a	2498253	Alopochen aegyptiacus (Linnaeus, 1766)	Animalia	SPECIES	SYNONYM	2498252	Alopochen aegyptiaca (Linnaeus, 1766)	Animalia	SPECIES	ACCEPTED	2498252	accept	Peter Desmet	2021-05-08	TRUE
141266207	Alternanthera denticulata R. Brown	9ff7d317-609b-4c08-bd86-3bc404b77c42	7655198	Alternanthera denticulata R.Br.	Plantae	SPECIES	SYNONYM	3084939	Alternanthera sessilis (L.) R.Br. ex DC.	Plantae	SPECIES	ACCEPTED	3084939	accept	Quentin Groom	2018-12-20	TRUE
141266152	Alternanthera nodiflora R. Brown	9ff7d317-609b-4c08-bd86-3bc404b77c42	7323675	Alternanthera nodiflora R.Br.	Plantae	SPECIES	SYNONYM	3084939	Alternanthera sessilis (L.) R.Br. ex DC.	Plantae	SPECIES	ACCEPTED	3084939	accept	Quentin Groom	2018-12-20	FALSE
141266202	Alternanthera tenella Colla	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084968	Alternanthera tenella Colla	Plantae	SPECIES	SYNONYM	8160803	Alternanthera ficoidea (L.) R.Br.	Plantae	SPECIES	ACCEPTED	8160803	accept	Tim Adriaens	2018-12-20	FALSE
141266015	Alyssum desertorum Stapf	9ff7d317-609b-4c08-bd86-3bc404b77c42	3044743	Alyssum desertorum Stapf	Plantae	SPECIES	SYNONYM	3045082	Alyssum turkestanicum Regel & Schmalh.	Plantae	SPECIES	ACCEPTED	3045082	accept	Tim Adriaens	2023-09-15	FALSE
206104221	Alyssum murale	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	3045111	Alyssum murale Waldst. & Kit.	Plantae	SPECIES	HETEROTYPIC_SYNONYM	3693541	Odontarrhena muralis (Waldst. & Kit.) Endl.	Plantae	SPECIES	ACCEPTED	3693541	accept	Tim Adriaens	2023-09-15	FALSE
141266012	Alyssum murale Waldst. & Kit.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3045111	Alyssum murale Waldst. & Kit.	Plantae	SPECIES	HETEROTYPIC_SYNONYM	3693541	Odontarrhena muralis (Waldst. & Kit.) Endl.	Plantae	SPECIES	ACCEPTED	3693541	accept	Tim Adriaens	2023-09-15	FALSE
164300735	Amanita inopinata D.A. Reid & Bas	1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2	5240299	Amanita inopinata D.A.Reid & Bas	Fungi	SPECIES	SYNONYM	9513097	Saproamanita inopinata (D.A.Reid & Bas) Redhead, Vizzini, Drehmel & Contu	Fungi	SPECIES	SYNONYM	9513097	accept: likely homotypic	Peter Desmet	2021-05-08	TRUE
148437706	Amanita inopinata D.A. Reid & Bas	1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2	5240299	Amanita inopinata D.A.Reid & Bas, 1987	Fungi	SPECIES	SYNONYM	9513097	Saproamanita inopinata (D.A.Reid & Bas) Redhead, Vizzini, Drehmel & Contu, 2016	Fungi	SPECIES	SYNONYM	9513097	accept: likely homotypic	Peter Desmet	2018-12-20	TRUE
141266106	Amaranthus acutilobus Uline & Bray	9ff7d317-609b-4c08-bd86-3bc404b77c42	5384333	Amaranthus acutilobus Uline & W.L.Bray	Plantae	SPECIES	SYNONYM	7323251	Amaranthus emarginatus subsp. emarginatus	Plantae	SUBSPECIES	ACCEPTED	7323251	accept	Tim Adriaens	2018-12-20	FALSE
206096074	Amaranthus albus	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	7543718	Amaranthus albus Thunb.	Plantae	SPECIES	HETEROTYPIC_SYNONYM	5384383	Amaranthus thunbergii Moq.	Plantae	SPECIES	ACCEPTED	5384383	accept	Tim Adriaens	2023-09-15	FALSE
206098624	Amaranthus blitum	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	7470326	Amaranthus blitum Moq.	Plantae	SPECIES	HETEROTYPIC_SYNONYM	5384334	Amaranthus viridis L.	Plantae	SPECIES	ACCEPTED	5384334	accept	Tim Adriaens	2023-09-15	FALSE
141266108	Amaranthus hybridus L. subsp. hybridus var. hybridus	9ff7d317-609b-4c08-bd86-3bc404b77c42	7323184	Amaranthus hybridus var. hybridus	Plantae	VARIETY	SYNONYM	5384364	Amaranthus hybridus L.	Plantae	SPECIES	ACCEPTED	5384364	accept	Quentin Groom	2018-12-20	FALSE
141266114	Amaranthus hybridus L. subsp. hybridus var. pseudoretroflexus (Thell.) Carretero	9ff7d317-609b-4c08-bd86-3bc404b77c42	5547860	Amaranthus hybridus var. pseudoretroflexus (Thell.) Carretero	Plantae	VARIETY	SYNONYM	5384359	Amaranthus powellii S.Watson	Plantae	SPECIES	ACCEPTED	5384359	accept	Tim Adriaens	2018-12-20	FALSE
141266177	Amaranthus hybridus L. subsp. quitensis (Kunth) Costea & Carretero	9ff7d317-609b-4c08-bd86-3bc404b77c42	5547857	Amaranthus hybridus subsp. quitensis (Kunth) Costea & Carretero	Plantae	SUBSPECIES	SYNONYM	7323711	Amaranthus quitensis Kunth	Plantae	SPECIES	ACCEPTED	7323711	accept	Quentin Groom	2018-12-20	FALSE
145961699	Amaranthus hybridus hybridus	3f5e930b-52a5-461d-87ec-26ecd66f14a3	7323184	Amaranthus hybridus var. hybridus	Plantae	VARIETY	SYNONYM	5384364	Amaranthus hybridus L.	Plantae	SPECIES	ACCEPTED	5384364	accept	Quentin Groom	2018-12-20	TRUE
141266193	Amaranthus macrocarpus Benth. var. pallidus Benth.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5548724	Amaranthus macrocarpus var. pallidus Benth.	Plantae	VARIETY	SYNONYM	9454901	Amaranthus macrocarpus subsp. pallidus (Benth.) N.Bayón	Plantae	SUBSPECIES	ACCEPTED	9454901	accept	Tim Adriaens	2018-12-20	FALSE
141266149	Amaranthus powellii S. Watson subsp. bouchonii (Thell.) Costea & Carretero	9ff7d317-609b-4c08-bd86-3bc404b77c42	5548528	Amaranthus powellii subsp. bouchonii (Thell.) Costea & Carretero	Plantae	SUBSPECIES	SYNONYM	5384361	Amaranthus bouchonii Thell.	Plantae	SPECIES	ACCEPTED	5384361	accept	Quentin Groom	2018-12-20	FALSE
141266110	Amaranthus tuberculatus (Moq.) Sauer var. rudis (Sauer) Costea & Tardif	9ff7d317-609b-4c08-bd86-3bc404b77c42	5548360	Amaranthus tuberculatus var. rudis (J.D.Sauer) Costea & Tardif	Plantae	VARIETY	SYNONYM	8577467	Amaranthus tuberculatus (Moq.) J.D.Sauer	Plantae	SPECIES	ACCEPTED	8577467	accept	Tim Adriaens	2023-09-15	FALSE
141266128	Amaranthus x ralletii Contré	9ff7d317-609b-4c08-bd86-3bc404b77c42	7975549	Amaranthus ralletii Contré	Plantae	SPECIES	SYNONYM	9577059	Amaranthus pyxidatus (Contré) Iamonico	Plantae	SPECIES	ACCEPTED				2019-10-12	TRUE
206096923	Ambrosia artemisiifolia	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	3110596	Ambrosia artemisiifolia Besser	Plantae	SPECIES	SYNONYM	3110593	Ambrosia polystachya DC.	Plantae	SPECIES	ACCEPTED	8002952	manual match: to that name	Tim Adriaens	2023-09-15	FALSE
206101414	Amelanchier spicata	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	3023852	Amelanchier spicata (Lam.) K.Koch	Plantae	SPECIES	HETEROTYPIC_SYNONYM	3023903	Amelanchier humilis Wiegand	Plantae	SPECIES	ACCEPTED	3023903	accept	Tim Adriaens	2023-09-15	FALSE
141265438	Amelanchier spicata (Lam.) K. Koch	9ff7d317-609b-4c08-bd86-3bc404b77c42	3023852	Amelanchier spicata (Lam.) K.Koch	Plantae	SPECIES	HETEROTYPIC_SYNONYM	3023903	Amelanchier humilis Wiegand	Plantae	SPECIES	ACCEPTED	3023903	accept	Tim Adriaens	2023-09-15	FALSE
206096303	Ammi visnaga	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	3034183	Ammi visnaga (L.) Lam.	Plantae	SPECIES	SYNONYM	5371753	Visnaga daucoides Gaertn.	Plantae	SPECIES	ACCEPTED	5371753	accept	Tim Adriaens	2023-09-15	FALSE
141266076	Ammi visnaga (L.) Lam.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3034183	Ammi visnaga (L.) Lam.	Plantae	SPECIES	SYNONYM	5371753	Visnaga daucoides Gaertn.	Plantae	SPECIES	ACCEPTED	5371753	accept	Quentin Groom	2018-12-20	FALSE
163968198	Ampelopsis glandulosa (Wall.) Momiy.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7293727	Ampelopsis glandulosa (Wall.) Momiy.	Plantae	SPECIES	SYNONYM	8231350	Ampelopsis heterophylla var. vestita Rehder	Plantae	VARIETY	SYNONYM				2020-05-22	TRUE
206105341	Amsinckia intermedia	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	6395134	Amsinckia intermedia Fisch. & C.A.Mey.	Plantae	SPECIES	SYNONYM	4273336	Amsinckia menziesii var. intermedia (Fisch. & C.A.Mey.) Ganders	Plantae	VARIETY	ACCEPTED	4273336	accept	Tim Adriaens	2023-09-15	FALSE
206099060	Amsinckia micrantha	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	4058401	Amsinckia micrantha Suksd.	Plantae	SPECIES	SYNONYM	2925870	Amsinckia menziesii (Lehm.) A.Nelson & J.F.Macbr.	Plantae	SPECIES	ACCEPTED	2925870	accept	Tim Adriaens	2023-09-15	FALSE
141266346	Amsinckia micrantha Suksd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4058401	Amsinckia micrantha Suksd.	Plantae	SPECIES	SYNONYM	2925870	Amsinckia menziesii (Lehm.) A.Nelson & J.F.Macbr.	Plantae	SPECIES	ACCEPTED	2925870	accept	Quentin Groom	2018-12-20	FALSE
141266344	Amsinckia retrorsa Suksd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4067952	Amsinckia retrorsa Suksd.	Plantae	SPECIES	SYNONYM	2925870	Amsinckia menziesii (Lehm.) A.Nelson & J.F.Macbr.	Plantae	SPECIES	ACCEPTED	2925870	accept	Quentin Groom	2018-12-20	FALSE
159498592	Anas americana (Gmelin, 1789)	e1c3be64-2799-4342-8312-49d076993132	2498154	Anas americana J.F.Gmelin, 1789	Animalia	SPECIES	HETEROTYPIC_SYNONYM	2498155	Mareca americana (J.F.Gmelin, 1789)	Animalia	SPECIES	ACCEPTED	2498155	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
146042289	Anas americana Gmelin, 1789	1738f272-6b5d-4f43-9a92-453a8c5ea50a	2498154	Anas americana J.F.Gmelin, 1789	Animalia	SPECIES	HETEROTYPIC_SYNONYM	2498155	Mareca americana (J.F.Gmelin, 1789)	Animalia	SPECIES	ACCEPTED	2498155	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
159498606	Anas cyanoptera Vieillot, 1816	e1c3be64-2799-4342-8312-49d076993132	2498139	Anas cyanoptera Vieillot, 1816	Animalia	SPECIES	HOMOTYPIC_SYNONYM	9405036	Spatula cyanoptera cyanoptera	Animalia	SUBSPECIES	ACCEPTED	9405036	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
146042276	Anas falcata (Georgi 1775)	1738f272-6b5d-4f43-9a92-453a8c5ea50a	2498096	Anas falcata Georgi, 1775	Animalia	SPECIES	HETEROTYPIC_SYNONYM	9480191	Mareca falcata (Georgi, 1775)	Animalia	SPECIES	ACCEPTED	9480191	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
159498591	Anas falcata Georgi, 1775	e1c3be64-2799-4342-8312-49d076993132	2498096	Anas falcata Georgi, 1775	Animalia	SPECIES	HETEROTYPIC_SYNONYM	9480191	Mareca falcata (Georgi, 1775)	Animalia	SPECIES	ACCEPTED	9480191	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
159498600	Anas formosa Georgi, 1775	e1c3be64-2799-4342-8312-49d076993132	2498107	Anas formosa Georgi, 1775	Animalia	SPECIES	HETEROTYPIC_SYNONYM	9235549	Sibirionetta formosa (Georgi, 1775)	Animalia	SPECIES	ACCEPTED	9235549	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
159498593	Anas hottentota (Eyton, 1838)	e1c3be64-2799-4342-8312-49d076993132	2498071	Anas hottentota (Eyton, 1838)	Animalia	SPECIES	SYNONYM	9496048	Spatula hottentota (Eyton, 1838)	Animalia	SPECIES	ACCEPTED	9496048	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
206107242	Anas poecilorhyncha	2c38cf8a-f981-4dfb-bc9d-dd2b6fc792ed	2498057	Anas poecilorhyncha Sibley & Monroe, 1990	Animalia	SPECIES	SYNONYM	2498061	Anas zonorhyncha Swinhoe, 1866	Animalia	SPECIES	ACCEPTED	2498061	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
159498602	Anas puna Tschudi, 1844	e1c3be64-2799-4342-8312-49d076993132	2498131	Anas puna Tschudi, 1844	Animalia	SPECIES	SYNONYM	9583342	Spatula puna (Tschudi, 1844)	Animalia	SPECIES	ACCEPTED	9583342	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
159498604	Anas rhynchotis Latham, 1802	e1c3be64-2799-4342-8312-49d076993132	2498145	Anas rhynchotis Latham, 1801	Animalia	SPECIES	SYNONYM	9288935	Spatula rhynchotis (Latham, 1801)	Animalia	SPECIES	ACCEPTED	9288935	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
159498595	Anas sibilatrix Poeppig, 1829	e1c3be64-2799-4342-8312-49d076993132	2498110	Anas sibilatrix Poeppig, 1829	Animalia	SPECIES	HOMOTYPIC_SYNONYM	9508460	Mareca sibilatrix (Poeppig, 1829)	Animalia	SPECIES	ACCEPTED	9508460	accept: in Clements checklist of birds	Peter Desmet	2023-09-15	FALSE
