"","taxonID","isMarine","isFreshwater","isTerrestrial","source"
"1","https://www.gbif.org/species/1002621",TRUE,FALSE,FALSE,""
"2","https://www.gbif.org/species/1005581",TRUE,FALSE,FALSE,""
"3","https://www.gbif.org/species/1005677",TRUE,FALSE,FALSE,""
"4","https://www.gbif.org/species/1007770",TRUE,FALSE,FALSE,""
"5","https://www.gbif.org/species/1008955",TRUE,FALSE,FALSE,""
"6","https://www.gbif.org/species/1010644",FALSE,FALSE,TRUE,""
"7","https://www.gbif.org/species/1013526",FALSE,FALSE,TRUE,""
"8","https://www.gbif.org/species/1013597",FALSE,FALSE,TRUE,""
"9","https://www.gbif.org/species/1017419",FALSE,FALSE,TRUE,""
"10","https://www.gbif.org/species/1031394",FALSE,FALSE,TRUE,""
"11","https://www.gbif.org/species/1031400",FALSE,FALSE,TRUE,""
"12","https://www.gbif.org/species/1031512",FALSE,FALSE,TRUE,""
"13","https://www.gbif.org/species/1031520",FALSE,FALSE,TRUE,""
"14","https://www.gbif.org/species/1031524",FALSE,FALSE,TRUE,""
"15","https://www.gbif.org/species/1031564",FALSE,FALSE,TRUE,""
"16","https://www.gbif.org/species/1031677",FALSE,FALSE,TRUE,""
"17","https://www.gbif.org/species/1031680",FALSE,FALSE,TRUE,""
"18","https://www.gbif.org/species/1031684",FALSE,FALSE,TRUE,""
"19","https://www.gbif.org/species/1031685",FALSE,FALSE,TRUE,""
"20","https://www.gbif.org/species/1031737",FALSE,FALSE,TRUE,""
"21","https://www.gbif.org/species/1031742",FALSE,FALSE,TRUE,""
"22","https://www.gbif.org/species/1031743",FALSE,FALSE,TRUE,""
"23","https://www.gbif.org/species/1032262",FALSE,FALSE,TRUE,""
"24","https://www.gbif.org/species/1032377",FALSE,FALSE,TRUE,""
"25","https://www.gbif.org/species/1034244",FALSE,FALSE,TRUE,""
"26","https://www.gbif.org/species/1034447",FALSE,FALSE,TRUE,""
"27","https://www.gbif.org/species/1035204",FALSE,FALSE,TRUE,""
"28","https://www.gbif.org/species/1036917",FALSE,FALSE,TRUE,""
"29","https://www.gbif.org/species/1040045",FALSE,FALSE,TRUE,""
"30","https://www.gbif.org/species/1041063",FALSE,FALSE,TRUE,""
"31","https://www.gbif.org/species/1041477",FALSE,FALSE,TRUE,""
"32","https://www.gbif.org/species/1043118",FALSE,FALSE,TRUE,""
"33","https://www.gbif.org/species/1043472",FALSE,FALSE,TRUE,""
"34","https://www.gbif.org/species/1043717",FALSE,FALSE,TRUE,""
"35","https://www.gbif.org/species/1043887",FALSE,FALSE,TRUE,""
"36","https://www.gbif.org/species/1043978",FALSE,FALSE,TRUE,""
"37","https://www.gbif.org/species/1044109",FALSE,FALSE,TRUE,""
"38","https://www.gbif.org/species/1044114",FALSE,FALSE,TRUE,""
"39","https://www.gbif.org/species/1045837",FALSE,FALSE,TRUE,""
"40","https://www.gbif.org/species/1045842",FALSE,FALSE,TRUE,""
"41","https://www.gbif.org/species/1045874",FALSE,FALSE,TRUE,""
"42","https://www.gbif.org/species/1045875",FALSE,FALSE,TRUE,""
"43","https://www.gbif.org/species/1047039",FALSE,FALSE,TRUE,""
"44","https://www.gbif.org/species/1047341",FALSE,FALSE,TRUE,""
"45","https://www.gbif.org/species/1047525",FALSE,FALSE,TRUE,""
"46","https://www.gbif.org/species/1047536",FALSE,FALSE,TRUE,""
"47","https://www.gbif.org/species/1048497",FALSE,FALSE,TRUE,""
"48","https://www.gbif.org/species/1048809",FALSE,FALSE,TRUE,""
"49","https://www.gbif.org/species/1095652",FALSE,FALSE,TRUE,""
"50","https://www.gbif.org/species/1095716",FALSE,FALSE,TRUE,""
"51","https://www.gbif.org/species/1095721",FALSE,FALSE,TRUE,""
"52","https://www.gbif.org/species/1095783",FALSE,FALSE,TRUE,""
"53","https://www.gbif.org/species/1095847",FALSE,FALSE,TRUE,""
"54","https://www.gbif.org/species/1095855",FALSE,FALSE,TRUE,""
"55","https://www.gbif.org/species/1095863",FALSE,FALSE,TRUE,""
"56","https://www.gbif.org/species/1095899",FALSE,FALSE,TRUE,""
"57","https://www.gbif.org/species/1095953",FALSE,FALSE,TRUE,""
"58","https://www.gbif.org/species/1095973",FALSE,FALSE,TRUE,""
"59","https://www.gbif.org/species/1095984",FALSE,FALSE,TRUE,""
"60","https://www.gbif.org/species/1102093",FALSE,FALSE,TRUE,""
"61","https://www.gbif.org/species/1107218",FALSE,FALSE,TRUE,""
"62","https://www.gbif.org/species/1122893",FALSE,FALSE,TRUE,""
"63","https://www.gbif.org/species/1166198",FALSE,FALSE,TRUE,""
"64","https://www.gbif.org/species/1174299",FALSE,FALSE,TRUE,""
"65","https://www.gbif.org/species/1179354",FALSE,FALSE,TRUE,""
"66","https://www.gbif.org/species/1189261",FALSE,FALSE,TRUE,""
"67","https://www.gbif.org/species/1195129",FALSE,FALSE,TRUE,""
"68","https://www.gbif.org/species/1196132",FALSE,FALSE,TRUE,""
"69","https://www.gbif.org/species/1216929",FALSE,FALSE,TRUE,""
"70","https://www.gbif.org/species/1221916",FALSE,FALSE,TRUE,""
"71","https://www.gbif.org/species/1228061",FALSE,FALSE,TRUE,""
"72","https://www.gbif.org/species/1231274",FALSE,FALSE,TRUE,""
"73","https://www.gbif.org/species/1237442",FALSE,FALSE,TRUE,""
"74","https://www.gbif.org/species/1247584",FALSE,TRUE,FALSE,""
"75","https://www.gbif.org/species/1249740",FALSE,FALSE,TRUE,""
"76","https://www.gbif.org/species/1311477",FALSE,FALSE,TRUE,""
"77","https://www.gbif.org/species/1313740",FALSE,FALSE,TRUE,""
"78","https://www.gbif.org/species/1314773",FALSE,FALSE,TRUE,""
"79","https://www.gbif.org/species/1316805",FALSE,FALSE,TRUE,""
"80","https://www.gbif.org/species/1316908",FALSE,FALSE,TRUE,""
"81","https://www.gbif.org/species/1319260",FALSE,FALSE,TRUE,""
"82","https://www.gbif.org/species/1320777",FALSE,FALSE,TRUE,""
"83","https://www.gbif.org/species/1321805",FALSE,FALSE,TRUE,""
"84","https://www.gbif.org/species/1322674",FALSE,FALSE,TRUE,""
"85","https://www.gbif.org/species/1323402",FALSE,FALSE,TRUE,""
"86","https://www.gbif.org/species/1325561",FALSE,FALSE,TRUE,""
"87","https://www.gbif.org/species/1326634",FALSE,FALSE,TRUE,""
"88","https://www.gbif.org/species/1377774",FALSE,FALSE,TRUE,""
"89","https://www.gbif.org/species/1417170",FALSE,FALSE,TRUE,""
"90","https://www.gbif.org/species/1417259",FALSE,FALSE,TRUE,""
"91","https://www.gbif.org/species/1419894",FALSE,FALSE,TRUE,""
"92","https://www.gbif.org/species/1420197",FALSE,FALSE,TRUE,""
"93","https://www.gbif.org/species/1420612",FALSE,FALSE,TRUE,""
"94","https://www.gbif.org/species/1420765",FALSE,FALSE,TRUE,""
