language,license,rightsHolder,bibliographicCitation,datasetID,institutionCode,datasetName,references,taxonID,acceptedNameUsageID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,taxonomicStatus,taxonRemarks
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1194885: Otiorhynchus meridionalis Gyllenhal, 1834 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1194885,https://www.gbif.org/species/1194885,https://www.gbif.org/species/1194885,"Otiorhynchus meridionalis Gyllenhal, 1834","Otiorhynchus meridionalis Gyllenhal, 1834",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,meridionalis,,SPECIES,"Gyllenhal, 1834",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1194989: Otiorhynchus cribricollis Gyllenhal, 1834 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1194989,https://www.gbif.org/species/1194989,https://www.gbif.org/species/1194989,"Otiorhynchus cribricollis Gyllenhal, 1834","Otiorhynchus cribricollis Gyllenhal, 1834",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,cribricollis,,SPECIES,"Gyllenhal, 1834",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1195013: Otiorhynchus aurifer Boheman, 1843 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1195013,https://www.gbif.org/species/1195013,https://www.gbif.org/species/1195013,"Otiorhynchus aurifer Boheman, 1843","Otiorhynchus aurifer Boheman, 1843",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,aurifer,,SPECIES,"Boheman, 1843",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1311477: Vespa velutina Lepeletier, 1836 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1311477,https://www.gbif.org/species/1311477,https://www.gbif.org/species/1311477,"Vespa velutina Lepeletier, 1836","Vespa velutina Lepeletier, 1836",Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,velutina,,SPECIES,"Lepeletier, 1836",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1313740: Camponotus vagus (Scopoli, 1763) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1313740,https://www.gbif.org/species/1313740,https://www.gbif.org/species/1313740,"Camponotus vagus (Scopoli, 1763)","Camponotus vagus (Scopoli, 1763)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,vagus,,SPECIES,"(Scopoli, 1763)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1314773: Monomorium pharaonis (Linnaeus, 1758) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1314773,https://www.gbif.org/species/1314773,https://www.gbif.org/species/1314773,"Monomorium pharaonis (Linnaeus, 1758)","Monomorium pharaonis (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,pharaonis,,SPECIES,"(Linnaeus, 1758)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1316805: Tapinoma melanocephalum (Fabricius, 1793) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1316805,https://www.gbif.org/species/1316805,https://www.gbif.org/species/1316805,"Tapinoma melanocephalum (Fabricius, 1793)","Tapinoma melanocephalum (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,melanocephalum,,SPECIES,"(Fabricius, 1793)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1316908: Linepithema humile (Mayr, 1868) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1316908,https://www.gbif.org/species/1316908,https://www.gbif.org/species/1316908,"Linepithema humile (Mayr, 1868)","Linepithema humile (Mayr, 1868)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,SPECIES,"(Mayr, 1868)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1319260: Tetraponera allaborans (Walker, 1859) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1319260,https://www.gbif.org/species/1319260,https://www.gbif.org/species/1319260,"Tetraponera allaborans (Walker, 1859)","Tetraponera allaborans (Walker, 1859)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetraponera,allaborans,,SPECIES,"(Walker, 1859)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1320777: Plagiolepis pygmaea (Latreille, 1798) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1320777,https://www.gbif.org/species/1320777,https://www.gbif.org/species/1320777,"Plagiolepis pygmaea (Latreille, 1798)","Plagiolepis pygmaea (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,pygmaea,,SPECIES,"(Latreille, 1798)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1321805: Pheidole bilimeki Mayr, 1870 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1321805,https://www.gbif.org/species/1321805,https://www.gbif.org/species/1321805,"Pheidole bilimeki Mayr, 1870","Pheidole bilimeki Mayr, 1870",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,bilimeki,,SPECIES,"Mayr, 1870",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1322674: Pheidole anastasii Emery, 1896 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1322674,https://www.gbif.org/species/1322674,https://www.gbif.org/species/1322674,"Pheidole anastasii Emery, 1896","Pheidole anastasii Emery, 1896",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,anastasii,,SPECIES,"Emery, 1896",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1323402: Tetramorium bicarinatum (Nylander, 1846) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1323402,https://www.gbif.org/species/1323402,https://www.gbif.org/species/1323402,"Tetramorium bicarinatum (Nylander, 1846)","Tetramorium bicarinatum (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,bicarinatum,,SPECIES,"(Nylander, 1846)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1325561: Paratrechina longicornis (Latreille, 1802) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1325561,https://www.gbif.org/species/1325561,https://www.gbif.org/species/1325561,"Paratrechina longicornis (Latreille, 1802)","Paratrechina longicornis (Latreille, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,longicornis,,SPECIES,"(Latreille, 1802)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1326634: Hypoponera punctatissima (Roger, 1859) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1326634,https://www.gbif.org/species/1326634,https://www.gbif.org/species/1326634,"Hypoponera punctatissima (Roger, 1859)","Hypoponera punctatissima (Roger, 1859)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Hypoponera,punctatissima,,SPECIES,"(Roger, 1859)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1342324: Xylocopa virginica (Linnaeus, 1771) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1342324,https://www.gbif.org/species/1342324,https://www.gbif.org/species/1342324,"Xylocopa virginica (Linnaeus, 1771)","Xylocopa virginica (Linnaeus, 1771)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,virginica,,SPECIES,"(Linnaeus, 1771)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1419894: Euborellia annulipes (H.F.Lucas, 1847) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1419894,https://www.gbif.org/species/1419894,https://www.gbif.org/species/1419894,"Euborellia annulipes (H.F.Lucas, 1847)","Euborellia annulipes (H.F.Lucas, 1847)",Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,annulipes,,SPECIES,"(H.F.Lucas, 1847)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420197: Aleurodothrips fasciapennis (Franklin, 1908) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420197,https://www.gbif.org/species/1420197,https://www.gbif.org/species/1420197,"Aleurodothrips fasciapennis (Franklin, 1908)","Aleurodothrips fasciapennis (Franklin, 1908)",Animalia,Arthropoda,Insecta,Thysanoptera,Phlaeothripidae,Aleurodothrips,fasciapennis,,SPECIES,"(Franklin, 1908)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420612: Scirtothrips longipennis (Bagnall, 1909) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420612,https://www.gbif.org/species/1420612,https://www.gbif.org/species/1420612,"Scirtothrips longipennis (Bagnall, 1909)","Scirtothrips longipennis (Bagnall, 1909)",Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Scirtothrips,longipennis,,SPECIES,"(Bagnall, 1909)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420765: Chaetanaphothrips orchidii (Moulton, 1907) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420765,https://www.gbif.org/species/1420765,https://www.gbif.org/species/1420765,"Chaetanaphothrips orchidii (Moulton, 1907)","Chaetanaphothrips orchidii (Moulton, 1907)",Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Chaetanaphothrips,orchidii,,SPECIES,"(Moulton, 1907)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420769: Aurantothrips orchidaceus (Bagnall, 1909) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420769,https://www.gbif.org/species/1420769,https://www.gbif.org/species/1420769,"Aurantothrips orchidaceus (Bagnall, 1909)","Aurantothrips orchidaceus (Bagnall, 1909)",Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Aurantothrips,orchidaceus,,SPECIES,"(Bagnall, 1909)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420791: Leucothrips nigripennis Reuter, 1904 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420791,https://www.gbif.org/species/1420791,https://www.gbif.org/species/1420791,"Leucothrips nigripennis Reuter, 1904","Leucothrips nigripennis Reuter, 1904",Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Leucothrips,nigripennis,,SPECIES,"Reuter, 1904",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420795: Heliothrips haemorrhoidalis (Bouché, 1833) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420795,https://www.gbif.org/species/1420795,https://www.gbif.org/species/1420795,"Heliothrips haemorrhoidalis (Bouché, 1833)","Heliothrips haemorrhoidalis (Bouché, 1833)",Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Heliothrips,haemorrhoidalis,,SPECIES,"(Bouché, 1833)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420828: Hercinothrips bicinctus (Bagnall, 1919) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420828,https://www.gbif.org/species/1420828,https://www.gbif.org/species/1420828,"Hercinothrips bicinctus (Bagnall, 1919)","Hercinothrips bicinctus (Bagnall, 1919)",Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Hercinothrips,bicinctus,,SPECIES,"(Bagnall, 1919)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420829: Hercinothrips femoralis (Reuter, 1891) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420829,https://www.gbif.org/species/1420829,https://www.gbif.org/species/1420829,"Hercinothrips femoralis (Reuter, 1891)","Hercinothrips femoralis (Reuter, 1891)",Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Hercinothrips,femoralis,,SPECIES,"(Reuter, 1891)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420846: Echinothrips americanus Morgan, 1913 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420846,https://www.gbif.org/species/1420846,https://www.gbif.org/species/1420846,"Echinothrips americanus Morgan, 1913","Echinothrips americanus Morgan, 1913",Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Echinothrips,americanus,,SPECIES,"Morgan, 1913",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1420857: Parthenothrips dracaenae (Heeger, 1854) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1420857,https://www.gbif.org/species/1420857,https://www.gbif.org/species/1420857,"Parthenothrips dracaenae (Heeger, 1854)","Parthenothrips dracaenae (Heeger, 1854)",Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Parthenothrips,dracaenae,,SPECIES,"(Heeger, 1854)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1421091: Lepisma saccharina Linnaeus, 1758 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1421091,https://www.gbif.org/species/1421091,https://www.gbif.org/species/1421091,"Lepisma saccharina Linnaeus, 1758","Lepisma saccharina Linnaeus, 1758",Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Lepisma,saccharina,,SPECIES,"Linnaeus, 1758",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1421095: Ctenolepisma lineata (Fabricius, 1775) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1421095,https://www.gbif.org/species/1421095,https://www.gbif.org/species/1421095,"Ctenolepisma lineata (Fabricius, 1775)","Ctenolepisma lineata (Fabricius, 1775)",Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,lineata,,SPECIES,"(Fabricius, 1775)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1421100: Ctenolepisma longicaudata Escherich, 1905 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1421100,https://www.gbif.org/species/1421100,https://www.gbif.org/species/1421100,"Ctenolepisma longicaudata Escherich, 1905","Ctenolepisma longicaudata Escherich, 1905",Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,longicaudata,,SPECIES,"Escherich, 1905",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1421105: Thermobia domestica (Packard, 1837) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1421105,https://www.gbif.org/species/1421105,https://www.gbif.org/species/1421105,"Thermobia domestica (Packard, 1837)","Thermobia domestica (Packard, 1837)",Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Thermobia,domestica,,SPECIES,"(Packard, 1837)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1422818: Pseudagrion microcephalum Rambur, 1842 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1422818,https://www.gbif.org/species/1422818,https://www.gbif.org/species/1422818,"Pseudagrion microcephalum Rambur, 1842","Pseudagrion microcephalum Rambur, 1842",Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,microcephalum,,SPECIES,"Rambur, 1842",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1423286: Ischnura senegalensis Rambur, 1842 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1423286,https://www.gbif.org/species/1423286,https://www.gbif.org/species/1423286,"Ischnura senegalensis Rambur, 1842","Ischnura senegalensis Rambur, 1842",Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,senegalensis,,SPECIES,"Rambur, 1842",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/1450317: Telmatogeton japonicus Tokunaga, 1933 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/1450317,https://www.gbif.org/species/1450317,https://www.gbif.org/species/1450317,"Telmatogeton japonicus Tokunaga, 1933","Telmatogeton japonicus Tokunaga, 1933",Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Telmatogeton,japonicus,,SPECIES,"Tokunaga, 1933",ACCEPTED,Sources considered for this taxon: https://doi.org/10.14284/347
