taxonID,description,type,language,source
https://www.gbif.org/species/2723271,Europe,native range,en,"https://www.gbif.org/species/141267141: Carex melanostachya M. Bieb. ex Willd. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2725229,Europe,native range,en,"https://www.gbif.org/species/141267128: Carex agastachys L.f. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2726360,Northern America,native range,en,"https://www.gbif.org/species/141267142: Carex grayi Carey in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2726538,Northern America,native range,en,"https://www.gbif.org/species/141267151: Carex muskingumensis Schweinitz in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2726539,Northern America,native range,en,"https://www.gbif.org/species/141267162: Carex scoparia Schkuhr ex Willdenow in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2727875,Eastern Asia,native range,en,"https://www.gbif.org/species/141267155: Carex secalina Willd. ex Wahlenb. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2727875,Eastern Europe,native range,en,"https://www.gbif.org/species/141267155: Carex secalina Willd. ex Wahlenb. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2727875,Europe,native range,en,"https://www.gbif.org/species/141267155: Carex secalina Willd. ex Wahlenb. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2728060,Northern America,native range,en,"https://www.gbif.org/species/141267129: Carex vulpinoidea Michaux in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2739071,Eastern Asia,native range,en,"https://www.gbif.org/species/141264814: Trachycarpus fortunei (Hook.) H. Wendl. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2739071,Eastern Europe,native range,en,"https://www.gbif.org/species/141264814: Trachycarpus fortunei (Hook.) H. Wendl. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2742119,Eastern Asia,native range,en,"https://www.gbif.org/species/141267172: Veratrum album L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2742119,Eastern Europe,native range,en,"https://www.gbif.org/species/141267172: Veratrum album L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2742119,Europe,native range,en,"https://www.gbif.org/species/141267172: Veratrum album L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2742119,Northern America,native range,en,"https://www.gbif.org/species/141267172: Veratrum album L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2747489,Eastern Asia,native range,en,"https://www.gbif.org/species/141266910: Crocus chrysanthus Herb. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2747489,Eastern Europe,native range,en,"https://www.gbif.org/species/141266910: Crocus chrysanthus Herb. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2747489,Europe,native range,en,"https://www.gbif.org/species/141266910: Crocus chrysanthus Herb. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2747564,Europe,native range,en,"https://www.gbif.org/species/141266924: Crocus tommasinianus Herb. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2747567,Europe,native range,en,"https://www.gbif.org/species/141266908: Crocus vernus (L.) Hill in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2749791,Europe,native range,en,"https://www.gbif.org/species/141266909: Gladiolus italicus Mill. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2752849,Asia,native range,en,"https://www.gbif.org/species/141265026: Erythronium dens-canis L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2752849,Europe,native range,en,"https://www.gbif.org/species/141265026: Erythronium dens-canis L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2753146,Europe,native range,en,"https://www.gbif.org/species/141265025: Lilium martagon L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2762737,Eastern Asia,native range,en,"https://www.gbif.org/species/168400379: Musa basjoo Siebold & Zucc. ex Iinuma in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2762737,Eastern Europe,native range,en,"https://www.gbif.org/species/168400379: Musa basjoo Siebold & Zucc. ex Iinuma in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2763962,Americas,native range,en,"https://www.gbif.org/species/141264891: Commelina coelestis Willd. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2764179,Asia,native range,en,"https://www.gbif.org/species/141264896: Commelina communis L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2764337,South America,native range,en,"https://www.gbif.org/species/141264892: Commelina obliqua Vahl in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2765156,South America,native range,en,"https://www.gbif.org/species/141264895: Tradescantia fluminensis Velloso in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2765942,South America,native range,en,"https://www.gbif.org/species/141264879: Eichhornia crassipes (C.F.P. Mart.) Solms-Laub. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2766030,Americas,native range,en,"https://www.gbif.org/species/141264878: Pontederia cordata L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2767031,Northern America,native range,en,"https://www.gbif.org/species/141267020: Agave americana L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2767229,Eastern Asia,native range,en,"https://www.gbif.org/species/141267021: Chionodoxa sardensis Whittall ex Barr & Sugd. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2767229,Eastern Europe,native range,en,"https://www.gbif.org/species/141267021: Chionodoxa sardensis Whittall ex Barr & Sugd. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2767271,Eastern Asia,native range,en,"https://www.gbif.org/species/141267012: Chionodoxa luciliae Boiss. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2767271,Eastern Europe,native range,en,"https://www.gbif.org/species/141267012: Chionodoxa luciliae Boiss. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2767428,Eastern Asia,native range,en,"https://www.gbif.org/species/168400566: Puschkinia scilloides Adams in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2767428,Eastern Europe,native range,en,"https://www.gbif.org/species/168400566: Puschkinia scilloides Adams in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769073,Northern America,native range,en,"https://www.gbif.org/species/141267022: Camassia leichtlinii (Baker) S. Watson subsp. suksdorfii (Greenman) Gould in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769435,Eastern Asia,native range,en,"https://www.gbif.org/species/141267015: Maianthemum dilatatum (Alph. Wood) A. Nelson & J. F. Macbride in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769435,Eastern Europe,native range,en,"https://www.gbif.org/species/141267015: Maianthemum dilatatum (Alph. Wood) A. Nelson & J. F. Macbride in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769435,Northern America,native range,en,"https://www.gbif.org/species/141267015: Maianthemum dilatatum (Alph. Wood) A. Nelson & J. F. Macbride in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769493,Northern America,native range,en,"https://www.gbif.org/species/141267001: Maianthemum stellatum (L.) Link in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769622,Eastern Asia,native range,en,"https://www.gbif.org/species/168400563: Muscari azureum Fenzl in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769622,Eastern Europe,native range,en,"https://www.gbif.org/species/168400563: Muscari azureum Fenzl in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769766,Africa,native range,en,"https://www.gbif.org/species/141267014: Ruscus aculeatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769766,Eastern Asia,native range,en,"https://www.gbif.org/species/141267014: Ruscus aculeatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769766,Eastern Europe,native range,en,"https://www.gbif.org/species/141267014: Ruscus aculeatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2769766,Europe,native range,en,"https://www.gbif.org/species/141267014: Ruscus aculeatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2771094,Europe,native range,en,"https://www.gbif.org/species/141267016: Hosta spec. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772082,Eastern Asia,native range,en,"https://www.gbif.org/species/168400564: Muscari latifolium J. Kirk in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772082,Eastern Europe,native range,en,"https://www.gbif.org/species/168400564: Muscari latifolium J. Kirk in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772174,Eastern Asia,native range,en,"https://www.gbif.org/species/141267011: Muscari armeniacum Leichtlin ex Baker in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772174,Eastern Europe,native range,en,"https://www.gbif.org/species/141267011: Muscari armeniacum Leichtlin ex Baker in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772174,Europe,native range,en,"https://www.gbif.org/species/141267011: Muscari armeniacum Leichtlin ex Baker in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772666,Eastern Asia,native range,en,"https://www.gbif.org/species/141267017: Hyacinthus orientalis L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772666,Eastern Europe,native range,en,"https://www.gbif.org/species/141267017: Hyacinthus orientalis L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772885,Europe,native range,en,"https://www.gbif.org/species/141267009: Loncomelos brevistylus (Wolfner ) Dostál in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772958,Africa,native range,en,"https://www.gbif.org/species/141267018: Loncomelos narbonense (L.) Raf. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772958,Eastern Asia,native range,en,"https://www.gbif.org/species/141267018: Loncomelos narbonense (L.) Raf. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772958,Eastern Europe,native range,en,"https://www.gbif.org/species/141267018: Loncomelos narbonense (L.) Raf. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2772958,Europe,native range,en,"https://www.gbif.org/species/141267018: Loncomelos narbonense (L.) Raf. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2773281,Eastern Asia,native range,en,"https://www.gbif.org/species/141267004: Honorius nutans (L.) Gray in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2773281,Eastern Europe,native range,en,"https://www.gbif.org/species/141267004: Honorius nutans (L.) Gray in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2773281,Europe,native range,en,"https://www.gbif.org/species/141267004: Honorius nutans (L.) Gray in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2773453,Eastern Asia,native range,en,"https://www.gbif.org/species/141267005: Ornithogalum divergens Boreau in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2773453,Eastern Europe,native range,en,"https://www.gbif.org/species/141267005: Ornithogalum divergens Boreau in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2773453,Europe,native range,en,"https://www.gbif.org/species/141267005: Ornithogalum divergens Boreau in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2774214,Eastern Asia,native range,en,"https://www.gbif.org/species/168400561: Ophiopogon jaburan (Siebold) Lodd. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2774214,Eastern Europe,native range,en,"https://www.gbif.org/species/168400561: Ophiopogon jaburan (Siebold) Lodd. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2775530,Northern America,native range,en,"https://www.gbif.org/species/141267008: Yucca flaccida Haworth in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2775619,Northern America,native range,en,"https://www.gbif.org/species/141267013: Yucca gloriosa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2778358,Africa,native range,en,"https://www.gbif.org/species/141266996: Asphodelus tenuifolius Cav. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2778358,Eastern Asia,native range,en,"https://www.gbif.org/species/141266996: Asphodelus tenuifolius Cav. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2778358,Eastern Europe,native range,en,"https://www.gbif.org/species/141266996: Asphodelus tenuifolius Cav. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2778358,Europe,native range,en,"https://www.gbif.org/species/141266996: Asphodelus tenuifolius Cav. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2781074,Eastern Asia,native range,en,"https://www.gbif.org/species/141266998: Hemerocallis fulva (L.) L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2781074,Eastern Europe,native range,en,"https://www.gbif.org/species/141266998: Hemerocallis fulva (L.) L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2781103,Eastern Asia,native range,en,"https://www.gbif.org/species/141266997: Hemerocallis lilioasphodelus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2781103,Eastern Europe,native range,en,"https://www.gbif.org/species/141266997: Hemerocallis lilioasphodelus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2784401,Europe,native range,en,"https://www.gbif.org/species/141264834: Traunsteinera globosa (L.) Reichenb. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2840931,Eastern Asia,native range,en,"https://www.gbif.org/species/141264832: Goodyera repens (L.) R. Brown in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2840931,Eastern Europe,native range,en,"https://www.gbif.org/species/141264832: Goodyera repens (L.) R. Brown in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2840931,Europe,native range,en,"https://www.gbif.org/species/141264832: Goodyera repens (L.) R. Brown in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2840931,Northern America,native range,en,"https://www.gbif.org/species/141264832: Goodyera repens (L.) R. Brown in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2855338,Europe,native range,en,"https://www.gbif.org/species/163968182: Galanthus plicatus Bieb. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
https://www.gbif.org/species/2855356,Eastern Asia,native range,en,"https://www.gbif.org/species/141267227: Galanthus nivalis L. var. nivalis in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m"
