verifiedKey,startYear,lastYear,sourceChecklist,sourceTaxa
1820406,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959014
1824113,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145957901
1830147,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960770
1830271,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960766
1830284,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960764
1831168,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958230
1832810,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960291
1836899,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960468
1837172,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959854
1849209,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960393
1850279,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958455
1850450,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958453
1852118,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960491
1852751,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960036
1856130,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958929
1856133,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958930
1856701,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961430
1857068,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145957729
1857577,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958663
1857626,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958029
1858100,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960643
1869858,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145962038
1870450,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958495
1871826,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145957668
1872901,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958513
1873079,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958120
1873890,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959401
1873903,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959403
1873919,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959399
1876452,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959994
1876542,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961640
1876941,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960891
1877032,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960327
1877941,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145957986
1877988,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145957984
1878470,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961476
1878490,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961475
1879452,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959098
1882905,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958855
1932752,1991,2018,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,148438084
1941864,2011,2011,1f3505cd-5d98-4e23-bd3b-ffe59d05d7c2,148438087
1945569,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958771
1957570,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960170
1983000,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961043
1983288,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961046
1983888,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961048
1986452,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961768
1997215,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959891
2000152,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960674
2000204,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960673
2008616,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145957744
2008878,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960012
2009281,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959465
2012118,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958184
2012126,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961355
2020655,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959739
2020686,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958747
2020688,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958746
2020779,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960735
2020835,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959777
2020879,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961375
2031786,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959313
2032333,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958342
2038171,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959258
2040612,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959354
2041682,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960518
2042185,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958942
2043586,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960522
2045436,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958614
2049181,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961098
2049639,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959149
2049661,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961253
2050224,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958117
2053954,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960346
2069572,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960578
2069721,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959236
2069916,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959010
2069955,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959581
2070692,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959952
2071540,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960904
2072061,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145962020
2072331,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145962024
2072648,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145962030
2072677,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145962013
2073062,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961056
2073431,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145962102
2073544,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145962072
2073947,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145959592
2074362,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961698
2074753,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145960912
2074978,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958567
2075500,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958144
2075983,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145958109
2076179,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961084
2076211,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961090
2076228,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961094
2076239,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961086
2076248,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145961092
2076260,,,3f5e930b-52a5-461d-87ec-26ecd66f14a3,145957689
