taxonKey,scientificName,taxonID,datasetKey,nameType,issues,validDistribution,bb_key,bb_scientificName,bb_kingdom,bb_rank,bb_taxonomicStatus,bb_acceptedKey,bb_acceptedName,bb_speciesKey
141117235,Hypophthalmichthys molitrix,alien-fishes-checklist:taxon:e77935e4437424387a49b0e89ade96ef,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2362473,"Hypophthalmichthys molitrix (Valenciennes, 1844)",Animalia,SPECIES,ACCEPTED,,,2362473
141117236,Carassius gibelio,alien-fishes-checklist:taxon:d9d4509efbdd5d427f9ee370d645ac02,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2366634,"Carassius gibelio (Bloch, 1782)",Animalia,SPECIES,ACCEPTED,,,2366634
141117237,Pimephales promelas,alien-fishes-checklist:taxon:dd184bae497ac07191f2f84b6c43df8b,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2367742,"Pimephales promelas Rafinesque, 1820",Animalia,SPECIES,ACCEPTED,,,2367742
141117238,Aspius aspius,alien-fishes-checklist:taxon:c937610f85ea8a74f105724c8f198049,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2360181,"Aspius aspius (Linnaeus, 1758)",Animalia,SPECIES,SYNONYM,5851603,"Leuciscus aspius (Linnaeus, 1758)",5851603
141117240,Carassius auratus,alien-fishes-checklist:taxon:81f3b13dc63b2940665387c85baefae7,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,4286942,"Carassius auratus (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,4286942
141117241,Neogobius fluviatilis,alien-fishes-checklist:taxon:798907ff71a3cd93d9940145812760b1,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2379105,"Neogobius fluviatilis (Pallas, 1814)",Animalia,SPECIES,ACCEPTED,,,2379105
141117242,Sander lucioperca,alien-fishes-checklist:taxon:7864ebfbde9459e7ce7192cc405f9077,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2382155,"Sander lucioperca (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,2382155
141117243,Lepomis gibbosus,alien-fishes-checklist:taxon:72f50769ed62a241530df9c3c41a0ae8,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2394486,"Lepomis gibbosus (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,2394486
141117244,Ameiurus nebulosus,alien-fishes-checklist:taxon:6e0fcd4097785a262970615380fdd48d,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2340989,"Ameiurus nebulosus (Lesueur, 1819)",Animalia,SPECIES,ACCEPTED,,,2340989
141117245,Oncorhynchus mykiss,alien-fishes-checklist:taxon:6bcf9c25959c3b2535055ba465ac93b1,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,5204019,"Oncorhynchus mykiss (Walbaum, 1792)",Animalia,SPECIES,ACCEPTED,,,5204019
141117246,Ballerus ballerus,alien-fishes-checklist:taxon:69bdf9b7a061aed637c31e075156f71c,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2367033,"Ballerus ballerus (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,2367033
141117247,Neogobius melanostomus,alien-fishes-checklist:taxon:68deb7328ae700d1fa49933e484e3af8,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2379089,"Neogobius melanostomus (Pallas, 1814)",Animalia,SPECIES,ACCEPTED,,,2379089
141117248,Ictalurus punctatus,alien-fishes-checklist:taxon:641be9ef6247d5891954556e5ddabb7d,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,5202520,"Ictalurus punctatus (Rafinesque, 1818)",Animalia,SPECIES,ACCEPTED,,,5202520
141117249,Hypophthalmichthys nobilis,alien-fishes-checklist:taxon:5340e4b13d517176f46c1b9cd4711ea1,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2362486,"Hypophthalmichthys nobilis (Richardson, 1845)",Animalia,SPECIES,ACCEPTED,,,2362486
141117250,Acipenser guldenstaedti,alien-fishes-checklist:taxon:35edeae691a00ed23ea01f139e8bfa1f,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2402131,"Acipenser güldenstaedti Brandt & Ratzeberg, 1833",Animalia,SPECIES,HETEROTYPIC_SYNONYM,2402129,"Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833",2402129
141117251,Oreochromis niloticus,alien-fishes-checklist:taxon:22e0c0833feaf2c7e7267d9893c5b2ed,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,4285694,"Oreochromis niloticus (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,4285694
141117252,Pseudorasbora parva,alien-fishes-checklist:taxon:1da48686487fe130179a13661ea90545,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2362868,"Pseudorasbora parva (Temminck & Schlegel, 1846)",Animalia,SPECIES,ACCEPTED,,,2362868
141117253,Umbra pygmaea,alien-fishes-checklist:taxon:0b628dff961ba5fd7acf4499ca4eb922,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,5203111,"Umbra pygmaea (DeKay, 1842)",Animalia,SPECIES,ACCEPTED,,,5203111
141117254,Ctenopharyngodon idella,alien-fishes-checklist:taxon:0b5b04074e4446927e7986999170bf5b,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2362030,"Ctenopharyngodon idella (Valenciennes, 1844)",Animalia,SPECIES,ACCEPTED,,,2362030
141117255,Acipenser ruthenus,alien-fishes-checklist:taxon:078319c97e97d2b50c582b9b9b792bad,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2402168,"Acipenser ruthenus Linnaeus, 1758",Animalia,SPECIES,ACCEPTED,,,2402168
143611964,Proterorhinus semilunaris,alien-fishes-checklist:taxon:5d69f2217ba58b9d0c49b318c39e9c01,98940a79-2bf1-46e6-afd6-ba2e85a26f9f,SCIENTIFIC,"",TRUE,2379245,"Proterorhinus semilunaris (Heckel, 1837)",Animalia,SPECIES,ACCEPTED,,,2379245
180661031,"Ambystoma macrodactylum (Baird, 1849)",alien-herpetofauna-belgium:taxon:a3bfde56eee7e6b09c5248291b4951d4,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2431965,"Ambystoma macrodactylum Baird, 1850",Animalia,SPECIES,ACCEPTED,,,2431965
180661034,"Siren intermedia (Barnes, 1826)",alien-herpetofauna-belgium:taxon:615867d3e0f187d9543e375733aa2483,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2432063,"Siren intermedia Barnes, 1826",Animalia,SPECIES,ACCEPTED,,,2432063
180661037,"Triturus marmoratus (Latreille, 1800)",alien-herpetofauna-belgium:taxon:c0c9cd1c21da4c817adb6003f8bb5bd7,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2431886,"Triturus marmoratus (Latreille, 1800)",Animalia,SPECIES,ACCEPTED,,,2431886
180661039,"Pachytriton labiatus (Unterstein, 1930)",alien-herpetofauna-belgium:taxon:aad6c377da61735b1c5461e877edf03f,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2431821,"Pachytriton labiatus (Unterstein, 1930)",Animalia,SPECIES,SYNONYM,10701161,"Paramesotriton labiatus (Unterstein, 1930)",10701161
180661041,"Pleurodeles waltl Michahelles, 1830",alien-herpetofauna-belgium:taxon:93f032ef550764f09f06b824bfe26168,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2431875,"Pleurodeles waltl Michahelles, 1830",Animalia,SPECIES,ACCEPTED,,,2431875
180661043,"Salamandra salamandra gallaica (Seonane, 1884)",alien-herpetofauna-belgium:taxon:bb4d2c2b43952801e5ee4aa52fdef223,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,bbmn,TRUE,,,,,,,,
180661044,"Salamandra atra (Laurenti, 1768)",alien-herpetofauna-belgium:taxon:5f4c8aad83dea48eb1aadf0ac0b2bd08,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2431781,"Salamandra atra Laurenti, 1768",Animalia,SPECIES,ACCEPTED,,,2431781
180661048,"Bufotes viridis (Laurenti, 1768)",alien-herpetofauna-belgium:taxon:d98583b9eb43e884fdb10e6db7cf0d50,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,9529916,"Bufotes viridis (Laurenti, 1768)",Animalia,SPECIES,ACCEPTED,,,9529916
180661050,"Rhinella marina (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:7c135fd9079e223ad0ca34d4a62d80ec,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5216933,"Rhinella marina (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,5216933
180661053,"Xenopus laevis (Daudin, 1802)",alien-herpetofauna-belgium:taxon:69c04e84e8c6abc981ad1c57068556cb,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5217334,"Xenopus laevis (Daudin, 1802)",Animalia,SPECIES,ACCEPTED,,,5217334
180661056,"Hyla meridionalis (Boettger, 1874)",alien-herpetofauna-belgium:taxon:45afdaecea5a48ec08a8d7eee568d63a,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2427555,"Hyla meridionalis Boettger, 1874",Animalia,SPECIES,ACCEPTED,,,2427555
180661059,"Bombina orientalis (Boulenger, 1890)",alien-herpetofauna-belgium:taxon:41c58b038b49ee40c38efb46e5624186,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2423441,"Bombina orientalis (Boulenger, 1890)",Animalia,SPECIES,ACCEPTED,,,2423441
180661062,"Pelophylax ridibundus (Pallas, 1771)",alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2426661,"Pelophylax ridibundus (Pallas, 1771)",Animalia,SPECIES,ACCEPTED,,,2426661
180661063,"Pelophylax cf bedriagae (Camerano, 1882)",alien-herpetofauna-belgium:taxon:8e6f5e68b5029ead23e06386a2ffe6a8,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,INFORMAL,"",TRUE,2426640,"Pelophylax bedriagae (Camerano, 1882)",Animalia,SPECIES,ACCEPTED,,,2426640
180661065,"Lithobates catesbeianus (Shaw, 1802)",alien-herpetofauna-belgium:taxon:3112354302992e3b2942412f18824a57,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2427091,"Lithobates catesbeianus (Shaw, 1802)",Animalia,SPECIES,ACCEPTED,,,2427091
180661070,"Caiman crocodilus (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:b3937580b3480bf2a7fb31d1264dd868,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,8953936,"Caiman crocodilus (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,8953936
180661074,"Varanus niloticus (Linnaeus, 1766)",alien-herpetofauna-belgium:taxon:f9b512426db4c11d2a70ba8845c078ac,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2470656,"Varanus niloticus (Linnaeus, 1766)",Animalia,SPECIES,ACCEPTED,,,2470656
180661077,"Basiliscus plumifrons (Cope, 1876)",alien-herpetofauna-belgium:taxon:e718a5157d8df94fca60e574b75e76af,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5221810,"Basiliscus plumifrons Cope, 1875",Animalia,SPECIES,ACCEPTED,,,5221810
180661079,"Anolis (Daudin, 1802)",alien-herpetofauna-belgium:taxon:d10a2f81ec69b7de222c600d82d85c65,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,8782549,"Anolis Daudin, 1802",Animalia,GENUS,ACCEPTED,,,
180661080,"Anolis sagrei (Duméril and Bibron, 1837)",alien-herpetofauna-belgium:taxon:f4561399bd74e378c067a6b25a55eaf7,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,4287413,"Anolis sagrei Duméril & Bibron, 1837",Animalia,SPECIES,ACCEPTED,,,4287413
180661083,"Eublepharis macularius (Blyth, 1854)",alien-herpetofauna-belgium:taxon:e3183249eb168863b68db6b070f2b724,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5221283,"Eublepharis macularius (Blyth, 1854)",Animalia,SPECIES,ACCEPTED,,,5221283
180661086,"Trachylepis striata (Peters, 1844)",alien-herpetofauna-belgium:taxon:c2da78106f71af0c16caa8376d4834d6,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5225433,"Trachylepis striata (Peters, 1844)",Animalia,SPECIES,ACCEPTED,,,5225433
180661088,Chalcides ocellatus (Forskal 1775),alien-herpetofauna-belgium:taxon:9934d40be84374769038fa5ad2b00afe,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5225137,"Chalcides ocellatus (Forskal, 1775)",Animalia,SPECIES,ACCEPTED,,,5225137
180661090,"Python (Daudin, 1803)",alien-herpetofauna-belgium:taxon:fe3943e51c122fc7f07fc844afaa42a8,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2454645,"Python Daudin, 1803",Animalia,GENUS,ACCEPTED,,,
180661092,"Python molurus (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:c853660656a6faf1dbf25b120a37fb69,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,DOUBTFUL,pp,TRUE,2465369,"Python molurus (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,2465369
180661093,"Morelia spilota (Lacépède, 1804)",alien-herpetofauna-belgium:taxon:a4c9bbe8492ef7ef785100821f0c72ec,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5225659,"Morelia spilota (Lacépède, 1804)",Animalia,SPECIES,ACCEPTED,,,5225659
180661094,"Python regius (Shaw, 1802)",alien-herpetofauna-belgium:taxon:7e36f4d687be5db219fbfe1840caabad,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2465380,"Python regius (Shaw, 1802)",Animalia,SPECIES,ACCEPTED,,,2465380
180661096,"Antaresia childreni (Gray, 1842)",alien-herpetofauna-belgium:taxon:7adb36eb57a395c0809e0b8c554c5186,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2465003,"Antaresia childreni (Gray, 1842)",Animalia,SPECIES,ACCEPTED,,,2465003
180661099,"Natrix helvetica Lacépède, 1789",alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,9350124,"Natrix helvetica Lacépède, 1789",Animalia,SPECIES,ACCEPTED,,,9350124
180661100,"Natrix tessellata (Laurenti, 1768)",alien-herpetofauna-belgium:taxon:7755fc64fafe2f680dc851e927acec8e,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,6161327,"Natrix tessellata (Laurenti, 1768)",Animalia,SPECIES,ACCEPTED,,,6161327
180661101,"Natrix maura (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:619409b42139334b2517e7b7f3024b48,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,6161340,"Natrix maura (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,6161340
180661103,"Iguana (Laurenti, 1768)",alien-herpetofauna-belgium:taxon:db2e5b8fb798afe736d22f7ae3c1a3e3,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2459675,"Iguana Laurenti, 1768",Animalia,GENUS,ACCEPTED,,,
180661105,"Iguana iguana (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:5bc276d3137bc16f629b43e251aa6675,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2459658,"Iguana iguana (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,2459658
180661108,"Vipera aspis (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:6c4815cf6cffb1dc157c0eff5c4b4bb4,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2444339,"Vipera aspis (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,2444339
180661110,"Echis carinatus (Schneider, 1801)",alien-herpetofauna-belgium:taxon:51c001f265c9a71e54b3560f72b04361,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2443876,"Echis carinatus (Schneider, 1801)",Animalia,SPECIES,ACCEPTED,,,2443876
180661112,"Boaedon (Duméril, Bibron and Duméril, 1854)",alien-herpetofauna-belgium:taxon:af911b1a1272da9d074476a58015386f,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2453882,"Boaedon A.M.C.Duméril, Bibron & A.H.A.Duméril, 1854",Animalia,GENUS,ACCEPTED,,,
180661113,"Rhamphiophis (Peters, 1854)",alien-herpetofauna-belgium:taxon:584c397bee0d1e9af38cf6400a07af86,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2457378,"Rhamphiophis Peters, 1854",Animalia,GENUS,ACCEPTED,,,
180661116,"Tarentola mauritanica (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:43bd6596833aafe9e43b7301eb64318d,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2445034,"Tarentola mauritanica (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,2445034
180661119,"Gekko gecko (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:c744d57c2c1a6dc9b72467bc066640c7,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2447367,"Gekko gecko (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,2447367
180661120,"Hemidactylus (Oken, 1817)",alien-herpetofauna-belgium:taxon:3a8291f00819019004d5617b918c868a,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5221394,"Hemidactylus Oken, 1817",Animalia,GENUS,SYNONYM,11041878,"Hemidactylus Goldfuss, 1820",
180661122,"Boa (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:8ede2894773606a7de58434a57249916,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2444141,"Boa Linnaeus, 1758",Animalia,GENUS,ACCEPTED,,,
180661124,"Boa constrictor (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:3ccc27578f179093c30542a99baca746,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2464899,"Boa constrictor Linnaeus, 1758",Animalia,SPECIES,ACCEPTED,,,2464899
180661127,"Naja melanoleuca (Hallowell, 1857)",alien-herpetofauna-belgium:taxon:36180715bd5c03110cb4a4c0f46af524,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2470376,"Naja melanoleuca Hallowell, 1857",Animalia,SPECIES,ACCEPTED,,,2470376
180661130,"Lacerta viridis (Laurenti, 1768) s.l.",alien-herpetofauna-belgium:taxon:ef3160b26c1f70d22f528507d9946a05,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,6159273,"Lacerta viridis (Laurenti, 1768)",Animalia,SPECIES,ACCEPTED,,,6159273
180661131,"Lacerta agilis (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:33d0f7474bf65769f754a5684cafbd65,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,6159223,"Lacerta agilis Linnaeus, 1758",Animalia,SPECIES,ACCEPTED,,,6159223
180661133,"Podarcis siculus (Rafinesque-schmaltz, 1810)",alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,9185677,"Podarcis siculus (Rafinesque-schmaltz, 1810)",Animalia,SPECIES,ACCEPTED,,,9185677
180661134,"Podarcis muralis (Laurenti, 1768)",alien-herpetofauna-belgium:taxon:26b25c88b457341c87edb0dbca4bdcba,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2469188,"Podarcis muralis (Laurenti, 1768)",Animalia,SPECIES,ACCEPTED,,,2469188
180661135,"Gekkota (Cuvier, 1817)",alien-herpetofauna-belgium:taxon:14a3424984726e6b79c45b3fd6c97d78,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,bbmn,TRUE,,,,,,,,
180661137,"Phelsuma (Gray, 1825)",alien-herpetofauna-belgium:taxon:de10c9dd3e8845310c5f50ba9677691e,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2447418,"Phelsuma Gray, 1825",Animalia,GENUS,ACCEPTED,,,
180661139,"Pachydactylus (Wiegmann, 1834)",alien-herpetofauna-belgium:taxon:134fe41ee2f30e5d1002761ef0c8a0d8,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,INFORMAL,bbmn,TRUE,,,,,,,,
180661141,"Sistrurus (Garman, 1884)",alien-herpetofauna-belgium:taxon:b64e66af996f4badffe7af288c533eb9,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2444221,"Sistrurus Garman, 1884",Animalia,GENUS,ACCEPTED,,,
180661143,"Crotalus atrox (Baird & Girard, 1853)",alien-herpetofauna-belgium:taxon:12f3f7396362d8052953e9d2e6a8bd6e,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2444356,"Crotalus atrox Baird & Girard, 1853",Animalia,SPECIES,ACCEPTED,,,2444356
180661146,"Agama agama (Linnaeus, 1758)",alien-herpetofauna-belgium:taxon:f449e769066c3570ca3f117256bb4198,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5226308,"Agama agama (Linnaeus, 1758)",Animalia,SPECIES,ACCEPTED,,,5226308
180661147,"Pogona (Storr, 1982)",alien-herpetofauna-belgium:taxon:98508dcb90614aaaa27694fb8811b7f5,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2465626,"Pogona Storr, 1982",Animalia,GENUS,ACCEPTED,,,
180661148,"Pogona vitticeps (Ahl, 1926)",alien-herpetofauna-belgium:taxon:d72168ac44c60424d6781eb17fff357e,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2465641,"Pogona vitticeps (Ahl, 1926)",Animalia,SPECIES,ACCEPTED,,,2465641
180661150,"Pogona henrylawsoni (Wells and Wellington, 1985)",alien-herpetofauna-belgium:taxon:3e4d80d2440fca3c0bda8f579056cc62,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2465649,"Pogona henrylawsoni Wells & Wellington, 1985",Animalia,SPECIES,ACCEPTED,,,2465649
180661152,"Physignathus cocincinus (Cuvier, 1829)",alien-herpetofauna-belgium:taxon:1e37d2d11e5a99e56b782a719f85dbbb,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2465402,"Physignathus cocincinus Cuvier, 1829",Animalia,SPECIES,ACCEPTED,,,2465402
180661153,"Calotes (Cuvier, 1817)",alien-herpetofauna-belgium:taxon:120fce858323335c4bfb07eb99b687f4,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2466496,"Calotes Cuvier, 1817",Animalia,GENUS,ACCEPTED,,,
180661156,"Trioceros hoehnelii (Steindachner, 1891)",alien-herpetofauna-belgium:taxon:e8398ebb5bc90926dc173029b4791ee0,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,7582319,"Trioceros hoehnelii (Steindachner, 1891)",Animalia,SPECIES,ACCEPTED,,,7582319
180661158,"Chamaeleo calyptratus (Duméril & Bibron, 1851)",alien-herpetofauna-belgium:taxon:f43bb2ef0ffab0a3694bd861aadfa309,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2449133,"Chamaeleo calyptratus Duméril & Duméril, 1851",Animalia,SPECIES,ACCEPTED,,,2449133
180661160,"Furcifer pardalis (Cuvier, 1829)",alien-herpetofauna-belgium:taxon:0fe00308f2274b539fd7ffc022fec1ed,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5221988,"Furcifer pardalis (Cuvier, 1829)",Animalia,SPECIES,ACCEPTED,,,5221988
180661163,"Heterodon nasicus (Baird & Girard, 1852)",alien-herpetofauna-belgium:taxon:e2ebcc22f42f1657be8bd16ffcf20406,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,DOUBTFUL,pp,TRUE,5223725,"Heterodon nasicus Baird & Girard, 1852",Animalia,SPECIES,ACCEPTED,,,5223725
180661165,"Lycodon capucinus (Boie, 1827)",alien-herpetofauna-belgium:taxon:df7a6aafcefb4823202aa3bfe6f8ad59,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,5222820,"Lycodon capucinus (Boie, 1827)",Animalia,SPECIES,ACCEPTED,,,5222820
180661167,"Chrysopelea ornata (Shaw, 1802)",alien-herpetofauna-belgium:taxon:b6bf32ff95c447d093d9eb83b35e9698,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,9022569,"Chrysopelea ornata (Shaw, 1802)",Animalia,SPECIES,ACCEPTED,,,9022569
180661169,"Zamenis longissimus (Laurenti, 1768)",alien-herpetofauna-belgium:taxon:a2f6659d4f35ebf54be57458b7ff1e3a,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2458538,"Zamenis longissimus (Laurenti, 1768)",Animalia,SPECIES,ACCEPTED,,,2458538
180661171,"Elaphe taeniura (Cope, 1861)",alien-herpetofauna-belgium:taxon:8af8066994b713cf090e576eb71c0ec8,a12e2bf8-13ce-4d0b-b2d4-b1cd20450a63,SCIENTIFIC,"",TRUE,2455527,"Elaphe taeniura Smith, 1943",Animalia,SPECIES,HETEROTYPIC_SYNONYM,8915528,"Orthriophis taeniurus helfenbergeri Schulz, 2010",2455523
