key,countryCode,occurrenceStatus,eventDate,locationID,establishmentMeans,locality,pathway,degreeOfEstablishment,occurrenceRemarks,source,Invasiveness
141266194,BE,present,1859/1913,ISO_3166-2:BE,introduced,Belgium,,,,,
141266194,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266194,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266195,BE,present,1857/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266195,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266195,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266196,BE,present,1947/1948,ISO_3166-2:BE,introduced,Belgium,,,,,
141266196,BE,present,1947/1948,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266197,BE,present,2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141266197,BE,present,2016,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266198,BE,present,1857/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266198,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266198,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266198,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266199,BE,present,1886/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266199,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266199,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266200,BE,present,1853/1983,ISO_3166-2:BE,introduced,Belgium,,,,,
141266200,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266200,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266200,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266201,BE,present,1862/1967,ISO_3166-2:BE,introduced,Belgium,,,,,
141266201,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266201,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266202,BE,present,2001/2002,ISO_3166-2:BE,introduced,Belgium,,,,,
141266202,BE,present,2001/2002,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266203,BE,present,1906,ISO_3166-2:BE,introduced,Belgium,,,,,
141266203,BE,present,1906,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266204,BE,present,1835/1903,ISO_3166-2:BE,introduced,Belgium,,,,,
141266204,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266204,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266205,BE,present,1911,ISO_3166-2:BE,introduced,Belgium,,,,,
141266205,BE,present,1911,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266206,BE,present,1858/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266206,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266206,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266206,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266207,BE,present,1895/1947,ISO_3166-2:BE,introduced,Belgium,,,,,
141266207,BE,present,1895/1947,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266208,BE,present,1887/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266208,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266208,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266208,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266210,BE,present,1882/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266210,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266210,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266211,BE,present,1850/2013,ISO_3166-2:BE,introduced,Belgium,,,,,
141266211,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266211,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266211,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266212,BE,present,2009/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266212,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266212,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266212,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266213,BE,present,1959,ISO_3166-2:BE,introduced,Belgium,,,,,
141266213,BE,present,1959,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266214,BE,present,2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141266214,BE,present,2017,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266215,BE,present,1907,ISO_3166-2:BE,introduced,Belgium,,,,,
141266215,BE,present,1907,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266216,BE,present,1850/2013,ISO_3166-2:BE,introduced,Belgium,,,,,
141266216,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266216,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266216,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266217,BE,present,2010,ISO_3166-2:BE,introduced,Belgium,,,,,
141266217,BE,present,2010,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266218,BE,present,2007/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141266218,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266218,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266219,BE,present,1920/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266219,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266219,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266220,BE,present,1856/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266220,BE,present,1856/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266221,BE,present,1890/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266221,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266221,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266222,BE,present,1903/1951,ISO_3166-2:BE,introduced,Belgium,,,,,
141266222,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266222,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266223,BE,present,1893/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141266223,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266223,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266224,BE,present,1994/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141266224,BE,present,1994/2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266225,BE,present,1966,ISO_3166-2:BE,introduced,Belgium,,,,,
141266225,BE,present,1966,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266226,BE,present,1947/2012,ISO_3166-2:BE,introduced,Belgium,,,,,
141266226,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266226,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266226,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266227,BE,present,2007/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266227,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266227,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266227,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266228,BE,present,2013/2014,ISO_3166-2:BE,introduced,Belgium,,,,,
141266228,BE,present,2013/2014,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266229,BE,present,1835/2013,ISO_3166-2:BE,introduced,Belgium,,,,,
141266229,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266229,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266229,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266230,BE,present,1998,ISO_3166-2:BE,introduced,Belgium,,,,,
141266230,BE,present,1998,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266231,BE,present,2011/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266231,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266231,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266232,BE,present,1998/2010,ISO_3166-2:BE,introduced,Belgium,,,,,
141266232,BE,present,1998/2010,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266233,BE,present,1954/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266233,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266233,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266233,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266234,BE,present,1869/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266234,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266234,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266234,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266235,BE,present,1916/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266235,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266235,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266236,BE,present,1996/2000,ISO_3166-2:BE,introduced,Belgium,,,,,
141266236,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266236,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266237,BE,present,2014/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266237,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266237,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266237,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266238,BE,present,1863/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266238,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266238,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266238,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266239,BE,present,1886/2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141266239,BE,present,1886/2016,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266240,BE,present,2011/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266240,BE,present,2011/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266241,BE,present,1939/2000,ISO_3166-2:BE,introduced,Belgium,,,,,
141266241,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266241,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266242,BE,present,1899/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266242,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266242,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266243,BE,present,2011/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266243,BE,present,2011/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266244,BE,present,1835/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266244,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266244,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266245,BE,present,1922,ISO_3166-2:BE,introduced,Belgium,,,,,
141266245,BE,present,1922,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266246,BE,present,1907/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266246,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266246,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266247,BE,present,1850/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266247,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266247,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266247,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266248,BE,present,1821/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266248,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266248,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266249,BE,present,1835/1912,ISO_3166-2:BE,introduced,Belgium,,,,,
141266249,BE,present,1835/1912,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266250,BE,present,1835/1910,ISO_3166-2:BE,introduced,Belgium,,,,,
141266250,BE,present,1835/1910,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266251,BE,present,1872/1942,ISO_3166-2:BE,introduced,Belgium,,,,,
141266251,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266251,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266252,BE,present,1866/1974,ISO_3166-2:BE,introduced,Belgium,,,,,
141266252,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266252,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266253,BE,present,1933/2008,ISO_3166-2:BE,introduced,Belgium,,,,,
141266253,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266253,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266254,BE,present,1855/1909,ISO_3166-2:BE,introduced,Belgium,,,,,
141266254,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266254,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266255,BE,present,2014,ISO_3166-2:BE,introduced,Belgium,,,,,
141266255,BE,present,2014,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266256,BE,present,2008/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266256,BE,present,2008/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266257,BE,present,1856/1902,ISO_3166-2:BE,introduced,Belgium,,,,,
141266257,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266257,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266258,BE,present,1863/1959,ISO_3166-2:BE,introduced,Belgium,,,,,
141266258,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266258,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266258,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266259,BE,present,2012/2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141266259,BE,present,2012/2015,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266260,BE,present,1893/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266260,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266260,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266260,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266261,BE,present,2006,ISO_3166-2:BE,introduced,Belgium,,,,,
141266261,BE,present,2006,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266262,BE,present,1884/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266262,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266262,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266263,BE,present,1855/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266263,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266263,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266264,BE,present,1946/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266264,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266264,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266265,BE,present,1886/1887,ISO_3166-2:BE,introduced,Belgium,,,,,
141266265,BE,present,1886/1887,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266266,BE,present,2009/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266266,BE,present,2009/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266267,BE,present,1906/1920,ISO_3166-2:BE,introduced,Belgium,,,,,
141266267,BE,present,1906/1920,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266268,BE,present,1954/1955,ISO_3166-2:BE,introduced,Belgium,,,,,
141266268,BE,present,1954/1955,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266269,BE,present,1897/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266269,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266269,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266270,BE,present,1800/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266270,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266270,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266270,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266271,BE,present,1862/1975,ISO_3166-2:BE,introduced,Belgium,,,,,
141266271,BE,present,1862/1975,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266272,BE,present,1864/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266272,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266272,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266272,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266273,BE,present,1811/2012,ISO_3166-2:BE,introduced,Belgium,,,,,
141266273,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266273,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266274,BE,present,1885/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266274,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266274,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266274,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266275,BE,present,1900,ISO_3166-2:BE,introduced,Belgium,,,,,
141266275,BE,present,1900,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266276,BE,present,1949/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266276,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266276,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266276,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266277,BE,present,2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141266277,BE,present,2016,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266278,BE,present,1835/2014,ISO_3166-2:BE,introduced,Belgium,,,,,
141266278,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266278,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266279,BE,present,2005/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266279,BE,present,2005/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266280,BE,present,2012/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266280,BE,present,2012/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266281,BE,present,2010/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266281,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266281,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266281,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266283,BE,present,2013/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141266283,BE,present,2013/2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266284,BE,present,1992/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266284,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266284,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266284,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266285,BE,present,2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266285,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266285,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266286,BE,present,2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141266286,BE,present,2015,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266287,BE,present,2014/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141266287,BE,present,2014/2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266288,BE,present,2010/2013,ISO_3166-2:BE,introduced,Belgium,,,,,
141266288,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266288,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266289,BE,present,2011/2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141266289,BE,present,2011/2015,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266290,BE,present,2012/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266290,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266290,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266291,BE,present,2013/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141266291,BE,present,2013/2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266292,BE,present,1997,ISO_3166-2:BE,introduced,Belgium,,,,,
141266292,BE,present,1997,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266293,BE,present,1959,ISO_3166-2:BE,introduced,Belgium,,,,,
141266293,BE,present,1959,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266294,BE,present,1994/2003,ISO_3166-2:BE,introduced,Belgium,,,,,
141266294,BE,present,1994/2003,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266295,BE,present,2006/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266295,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266295,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266295,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266296,BE,present,2008,ISO_3166-2:BE,introduced,Belgium,,,,,
141266296,BE,present,2008,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266297,BE,present,1980/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266297,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266297,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266297,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266298,BE,present,1955/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266298,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266298,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266298,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266300,BE,present,2005,ISO_3166-2:BE,introduced,Belgium,,,,,
141266300,BE,present,2005,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266301,BE,present,2005,ISO_3166-2:BE,introduced,Belgium,,,,,
141266301,BE,present,2005,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266302,BE,present,2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141266302,BE,present,2015,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266303,BE,present,2001/2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141266303,BE,present,2001/2015,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266304,BE,present,2016/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266304,BE,present,2016/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266305,BE,present,2003/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266305,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266305,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266306,BE,present,2003/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141266306,BE,present,2003/2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266307,BE,present,2001/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266307,BE,present,2001/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266309,BE,present,1983/2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141266309,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266309,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266310,BE,present,1898/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141266310,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266310,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266311,BE,present,1957/2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141266311,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266311,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266313,BE,present,1892/1947,ISO_3166-2:BE,introduced,Belgium,,,,,
141266313,BE,present,1892/1947,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266314,BE,present,2009/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141266314,BE,present,2009/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266315,BE,present,1955,ISO_3166-2:BE,introduced,Belgium,,,,,
141266315,BE,present,1955,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266316,BE,present,1888/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141266316,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141266316,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141266316,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141266317,BE,present,1907,ISO_3166-2:BE,introduced,Belgium,,,,,
