key,countryCode,occurrenceStatus,eventDate,locationID,establishmentMeans,locality,pathway,degreeOfEstablishment,occurrenceRemarks,source,Invasiveness
141264581,BE,present,2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264581,BE,present,2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264583,BE,present,1997/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264583,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264583,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264583,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264585,BE,present,2006,ISO_3166-2:BE,introduced,Belgium,,,,,
141264585,BE,present,2006,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264587,BE,present,2004,ISO_3166-2:BE,introduced,Belgium,,,,,
141264587,BE,present,2004,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264589,BE,present,1953/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264589,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264589,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264589,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264591,BE,present,1974/1981,ISO_3166-2:BE,introduced,Belgium,,,,,
141264591,BE,present,1974/1981,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264592,BE,present,1893,ISO_3166-2:BE,introduced,Belgium,,,,,
141264592,BE,present,1893,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264594,BE,present,1860/1863,ISO_3166-2:BE,introduced,Belgium,,,,,
141264594,BE,present,1860/1863,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264596,BE,present,2014,ISO_3166-2:BE,introduced,Belgium,,,,,
141264596,BE,present,2014,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264598,BE,present,1977/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264598,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264598,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264600,BE,present,1995,ISO_3166-2:BE,introduced,Belgium,,,,,
141264600,BE,present,1995,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264601,BE,present,1993/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264601,BE,present,1993/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264603,BE,present,2009/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264603,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264603,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264605,BE,present,2014/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264605,BE,present,2014/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264607,BE,present,1881/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264607,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264607,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264608,BE,present,2012/2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141264608,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264608,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264609,BE,present,1949,ISO_3166-2:BE,introduced,Belgium,,,,,
141264609,BE,present,1949,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264610,BE,present,1959/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264610,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264610,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264612,BE,present,2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141264612,BE,present,2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264614,BE,present,2005/2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141264614,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264614,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264616,BE,present,1947,ISO_3166-2:BE,introduced,Belgium,,,,,
141264616,BE,present,1947,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264617,BE,present,2003,ISO_3166-2:BE,introduced,Belgium,,,,,
141264617,BE,present,2003,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264619,BE,present,2016/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141264619,BE,present,2016/2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264621,BE,present,2012,ISO_3166-2:BE,introduced,Belgium,,,,,
141264621,BE,present,2012,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264623,BE,present,1912/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264623,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264623,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264623,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264624,BE,present,1981/2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141264624,BE,present,1981/2016,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264625,BE,present,1835/1889,ISO_3166-2:BE,introduced,Belgium,,,,,
141264625,BE,present,1835/1889,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264627,BE,present,2007/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264627,BE,present,2007/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264629,BE,present,1966/2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141264629,BE,present,1966/2015,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264630,BE,present,1952/1956,ISO_3166-2:BE,introduced,Belgium,,,,,
141264630,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264630,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264631,BE,present,1851/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264631,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264631,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264633,BE,present,2012/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264633,BE,present,2012/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264634,BE,present,1827/2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141264634,BE,present,1827/2016,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264635,BE,present,2010/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264635,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264635,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264637,BE,present,1997/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264637,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264637,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264639,BE,present,1993/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264639,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264639,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264640,BE,present,1983/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264640,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264640,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264640,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264642,BE,present,1992/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141264642,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264642,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264644,BE,present,1918,ISO_3166-2:BE,introduced,Belgium,,,,,
141264644,BE,present,1918,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264645,BE,present,2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141264645,BE,present,2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264646,BE,present,1987/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264646,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264646,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264647,BE,present,1965,ISO_3166-2:BE,introduced,Belgium,,,,,
141264647,BE,present,1965,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264648,BE,present,2009/2012,ISO_3166-2:BE,introduced,Belgium,,,,,
141264648,BE,present,2009/2012,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264649,BE,present,1835/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264649,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264649,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264649,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264650,BE,present,1877/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264650,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264650,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264652,BE,present,1984/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264652,BE,present,1984/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264654,BE,present,1959/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264654,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264654,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264654,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264655,BE,present,1992/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264655,BE,present,1992/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264656,BE,present,1998/2005,ISO_3166-2:BE,introduced,Belgium,,,,,
141264656,BE,present,1998/2005,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264659,BE,present,1999/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264659,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264659,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264659,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264660,BE,present,2007/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264660,BE,present,2007/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264661,BE,present,2008/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264661,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264661,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264663,BE,present,2015/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141264663,BE,present,2015/2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264665,BE,present,1842/2005,ISO_3166-2:BE,introduced,Belgium,,,,,
141264665,BE,present,1842/2005,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264666,BE,present,1998/2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141264666,BE,present,1998/2015,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264668,BE,present,1998/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264668,BE,present,1998/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264670,BE,present,1887/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264670,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264670,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264672,BE,present,1850/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264672,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264672,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264673,BE,present,2014/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141264673,BE,present,2014/2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264674,BE,present,2011/2019,ISO_3166-2:BE,introduced,Belgium,,,,,
141264674,BE,present,2011/2019,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264675,BE,present,1937/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264675,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264675,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264675,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264677,BE,present,2011/2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141264677,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264677,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264679,BE,present,2000/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264679,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264679,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264681,BE,present,1831/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264681,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264681,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264683,BE,present,1994/2019,ISO_3166-2:BE,introduced,Belgium,,,,,
141264683,BE,present,1994/2019,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264685,BE,present,1997/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264685,BE,present,1997/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264686,BE,present,1946,ISO_3166-2:BE,introduced,Belgium,,,,,
141264686,BE,present,1946,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264688,BE,present,1940/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264688,BE,present,1940/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264690,BE,present,1835/2004,ISO_3166-2:BE,introduced,Belgium,,,,,
141264690,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264690,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264691,BE,present,2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141264691,BE,present,2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264692,BE,present,1916/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264692,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264692,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264694,BE,present,2007/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264694,BE,present,2007/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264695,BE,present,2007/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264695,BE,present,2007/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264697,BE,present,1680/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264697,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264697,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264697,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264699,BE,present,1835/1958,ISO_3166-2:BE,introduced,Belgium,,,,,
141264699,BE,present,1835/1958,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264700,BE,present,1935/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264700,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264700,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264702,BE,present,1837,ISO_3166-2:BE,introduced,Belgium,,,,,
141264702,BE,present,1837,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264703,BE,present,2012,ISO_3166-2:BE,introduced,Belgium,,,,,
141264703,BE,present,2012,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264705,BE,present,2017/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264705,BE,present,2017/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264706,BE,present,2009/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264706,BE,present,2009/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264708,BE,present,2008/2009,ISO_3166-2:BE,introduced,Belgium,,,,,
141264708,BE,present,2008/2009,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264709,BE,present,1990/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264709,BE,present,1990/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264711,BE,present,2016/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264711,BE,present,2016/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264712,BE,present,1998/2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141264712,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264712,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264714,BE,present,1911,ISO_3166-2:BE,introduced,Belgium,,,,,
141264714,BE,present,1911,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264715,BE,present,1887/2014,ISO_3166-2:BE,introduced,Belgium,,,,,
141264715,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264715,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264717,BE,present,2014/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264717,BE,present,2014/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264718,BE,present,2012/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264718,BE,present,2012/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264719,BE,present,2006/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264719,BE,present,2006/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264721,BE,present,1874/1989,ISO_3166-2:BE,introduced,Belgium,,,,,
141264721,BE,present,1874/1989,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264722,BE,present,1953/2001,ISO_3166-2:BE,introduced,Belgium,,,,,
141264722,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264722,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264723,BE,present,2016,ISO_3166-2:BE,introduced,Belgium,,,,,
141264723,BE,present,2016,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264724,BE,present,1926/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141264724,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264724,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264725,BE,present,1800/1991,ISO_3166-2:BE,introduced,Belgium,,,,,
141264725,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264725,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264725,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264727,BE,present,1891/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264727,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264727,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264727,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264728,BE,present,2002/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264728,BE,present,2002/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264729,BE,present,1839/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264729,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264729,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264729,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264730,BE,present,1952/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264730,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264730,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264730,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264732,BE,present,1948/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264732,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264732,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264732,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264734,BE,present,1958/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264734,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264734,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264735,BE,present,1960/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264735,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264735,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264737,BE,present,2014/2017,ISO_3166-2:BE,introduced,Belgium,,,,,
141264737,BE,present,2014/2017,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264738,BE,present,1968,ISO_3166-2:BE,introduced,Belgium,,,,,
141264738,BE,present,1968,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264740,BE,present,1961,ISO_3166-2:BE,introduced,Belgium,,,,,
141264740,BE,present,1961,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264741,BE,present,2008/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264741,BE,present,2008/2020,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264742,BE,present,1844/1911,ISO_3166-2:BE,introduced,Belgium,,,,,
141264742,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264742,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264744,BE,present,1869/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264744,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264744,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264744,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264745,BE,present,2001/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264745,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264745,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264746,BE,present,1939/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264746,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264746,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264746,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264747,BE,present,1880/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264747,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264747,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264747,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264749,BE,present,1977/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264749,BE,present,1977/2020,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264750,BE,present,2010/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264750,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264750,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264752,BE,present,1961/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264752,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264752,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264752,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264753,BE,present,2006/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264753,BE,present,2006/2018,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264754,BE,present,1988/2013,ISO_3166-2:BE,introduced,Belgium,,,,,
141264754,BE,present,1988/2013,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264755,BE,present,1873/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264755,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264755,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264755,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264756,BE,present,2011/2019,ISO_3166-2:BE,introduced,Belgium,,,,,
141264756,BE,present,2011/2019,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264757,BE,present,1950/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264757,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264757,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264757,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264759,BE,present,1898,ISO_3166-2:BE,introduced,Belgium,,,,,
141264759,BE,present,1898,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264760,BE,present,1857/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264760,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264760,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264760,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264761,BE,present,1870/2018,ISO_3166-2:BE,introduced,Belgium,,,,,
141264761,BE,present,,ISO_3166-2:BE-BRU,introduced,Brussels-Capital Region,,,,,
141264761,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264761,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264762,BE,present,1903/2005,ISO_3166-2:BE,introduced,Belgium,,,,,
141264762,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264762,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264763,BE,present,1981/2015,ISO_3166-2:BE,introduced,Belgium,,,,,
141264763,BE,present,1981/2015,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264765,BE,present,2008/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
141264765,BE,present,,ISO_3166-2:BE-VLG,introduced,Flemish Region,,,,,
141264765,BE,present,,ISO_3166-2:BE-WAL,introduced,Walloon Region,,,,,
141264766,BE,present,1885/2020,ISO_3166-2:BE,introduced,Belgium,,,,,
